,Empty_droplet_sum,Cell_sum,Soup_probability
DDIT4-AS1,56.0,57.0,0.49557522123893805
DNAJB12,1205.0,1414.0,0.46009927453226424
MICU1,1347.0,2113.0,0.3893063583815029
MCU,697.0,878.0,0.44253968253968257
PLA2G12B,1.0,0.0,1.0
P4HA1,3957.0,10812.0,0.26792606134470853
AL731563.2,1.0,0.0,1.0
AL731563.3,13.0,27.0,0.325
NUDT13,12.0,34.0,0.2608695652173913
AC016394.2,2.0,20.0,0.09090909090909091
ECD,495.0,537.0,0.4796511627906977
FAM149B1,282.0,314.0,0.47315436241610737
DNAJC9,586.0,899.0,0.39461279461279464
DNAJC9-AS1,8.0,12.0,0.4
MRPS16,2264.0,2358.0,0.4898312418866292
AC016394.1,29.0,75.0,0.27884615384615385
CFAP70,25.0,75.0,0.25
ANXA7,4723.0,4465.0,0.5140400522420548
AL512656.1,1.0,0.0,1.0
MSS51,4.0,17.0,0.19047619047619047
PPP3CB,657.0,616.0,0.5161036920659858
USP54,66.0,93.0,0.41509433962264153
AC073389.1,17.0,57.0,0.22972972972972974
AC073389.3,1.0,10.0,0.09090909090909091
MYOZ1,16.0,4.0,0.8
SYNPO2L,124.0,69.0,0.6424870466321243
AGAP5,46.0,90.0,0.3382352941176471
AC022400.6,11.0,28.0,0.28205128205128205
SEC24C,1179.0,1180.0,0.49978804578211106
FUT11,522.0,1112.0,0.31946144430844553
CHCHD1,4766.0,4639.0,0.5067517278043594
ZSWIM8,1214.0,1339.0,0.4755189972581277
AC022400.7,5.0,7.0,0.4166666666666667
NDST2,23.0,38.0,0.3770491803278688
CAMK2G,2307.0,3011.0,0.4338097028958255
PLAU,1137.0,2356.0,0.32550815917549386
C10orf55,3.0,4.0,0.42857142857142855
VCL,2283.0,3704.0,0.3813262067813596
AP3M1,1004.0,954.0,0.5127681307456589
ADK,3673.0,6311.0,0.3678886217948718
AC022540.1,5.0,17.0,0.22727272727272727
KAT6B,954.0,1972.0,0.32604237867395763
DUSP13,253.0,314.0,0.4462081128747795
SAMD8,1321.0,1989.0,0.39909365558912385
VDAC2,4286.0,6487.0,0.3978464680219066
COMTD1,2079.0,2185.0,0.4875703564727955
ZNF503,3.0,0.0,1.0
AC010997.5,0.0,4.0,0.0
AC010997.4,1.0,0.0,1.0
LRMDA,5.0,23.0,0.17857142857142858
KCNMA1,5.0,0.0,1.0
KCNMA1-AS1,2.0,0.0,1.0
AL450306.1,430.0,774.0,0.35714285714285715
DLG5,4593.0,4599.0,0.49967362924281983
AL391421.1,4.0,11.0,0.26666666666666666
POLR3A,670.0,838.0,0.4442970822281167
RPS24,142772.0,183840.0,0.43713029527390296
ZMIZ1-AS1,1.0,0.0,1.0
ZMIZ1,337.0,423.0,0.44342105263157894
PPIF,2498.0,1804.0,0.5806601580660158
ZCCHC24,124.0,125.0,0.4979919678714859
AL133481.1,1.0,0.0,1.0
EIF5AL1,264.0,211.0,0.5557894736842105
SFTPA2,2.0,0.0,1.0
AL132656.2,14.0,29.0,0.32558139534883723
NUTM2B-AS1,395.0,1009.0,0.2813390313390313
NUTM2B,0.0,4.0,0.0
AL135925.1,66.0,169.0,0.28085106382978725
NUTM2E,1.0,3.0,0.25
SFTPD,55.0,72.0,0.4330708661417323
SFTPD-AS1,5.0,3.0,0.625
TMEM254-AS1,40.0,88.0,0.3125
TMEM254,426.0,664.0,0.3908256880733945
PLAC9,79.0,96.0,0.4514285714285714
ANXA11,7322.0,6557.0,0.5275596224511853
LINC00857,184.0,110.0,0.6258503401360545
MAT1A,2.0,3.0,0.4
DYDC1,1.0,0.0,1.0
DYDC2,2.0,0.0,1.0
FAM213A,329.0,555.0,0.3721719457013575
TSPAN14,5581.0,7774.0,0.41789591913141144
SH2D4B,4.0,5.0,0.4444444444444444
AL731544.1,1.0,0.0,1.0
NRG3,1.0,0.0,1.0
AL603756.1,99.0,121.0,0.45
GHITM,4062.0,4690.0,0.4641224862888483
C10orf99,2.0,0.0,1.0
CDHR1,1.0,3.0,0.25
LRIT1,1.0,0.0,1.0
RGR,1.0,0.0,1.0
LINC00858,23.0,29.0,0.4423076923076923
CCSER2,1608.0,1505.0,0.5165435271442339
GRID1,24.0,5.0,0.8275862068965517
AC022028.2,1.0,0.0,1.0
WAPL,1963.0,2110.0,0.4819543334151731
AL731569.1,12.0,18.0,0.4
LDB3,5.0,4.0,0.5555555555555556
AC067750.1,7.0,13.0,0.35
BMPR1A,110.0,167.0,0.3971119133574007
MMRN2,8.0,14.0,0.36363636363636365
SNCG,4.0,21.0,0.16
ADIRF,2155.0,1507.0,0.5884762424904424
AL136982.7,2.0,0.0,1.0
FAM25A,1493.0,686.0,0.6851766865534649
GLUD1,2903.0,2678.0,0.5201576778355134
SHLD2,433.0,518.0,0.45531019978969506
NUTM2A-AS1,761.0,937.0,0.44817432273262664
NUTM2A,1.0,0.0,1.0
NUTM2D,2.0,4.0,0.3333333333333333
MINPP1,592.0,817.0,0.4201561391057488
AL138767.1,0.0,3.0,0.0
PAPSS2,78.0,64.0,0.5492957746478874
ATAD1,2191.0,2068.0,0.5144400093918761
KLLN,92.0,74.0,0.5542168674698795
PTEN,4030.0,4050.0,0.49876237623762376
RNLS,15.0,11.0,0.5769230769230769
LIPK,2.0,4.0,0.3333333333333333
ANKRD22,7.0,3.0,0.7
STAMBPL1,1.0,0.0,1.0
ACTA2,6.0,4.0,0.6
FAS,1.0,0.0,1.0
CH25H,1.0,0.0,1.0
LIPA,2062.0,3410.0,0.37682748538011696
IFIT2,620.0,1192.0,0.34216335540838855
AL353751.1,1.0,4.0,0.2
IFIT3,1764.0,3750.0,0.31991294885745375
IFIT1B,1.0,0.0,1.0
IFIT1,2100.0,2626.0,0.44435040203131615
IFIT5,922.0,1043.0,0.46921119592875316
SLC16A12,109.0,162.0,0.4022140221402214
PANK1,99.0,87.0,0.532258064516129
AL157400.2,2.0,0.0,1.0
KIF20B,286.0,472.0,0.37730870712401055
LINC00865,1.0,0.0,1.0
AL391704.2,1.0,0.0,1.0
AL391704.1,1.0,0.0,1.0
HTR7,2.0,3.0,0.4
RPP30,956.0,1343.0,0.4158329708568943
ANKRD1,303.0,117.0,0.7214285714285714
PCGF5,64.0,96.0,0.4
HECTD2,8.0,13.0,0.38095238095238093
PPP1R3C,2.0,0.0,1.0
TNKS2-AS1,31.0,51.0,0.3780487804878049
TNKS2,4744.0,6883.0,0.4080158252343683
FGFBP3,21.0,50.0,0.29577464788732394
AL359198.1,2.0,3.0,0.4
BTAF1,540.0,1016.0,0.34704370179948585
CPEB3,208.0,386.0,0.3501683501683502
MARCH5,1213.0,1583.0,0.43383404864091557
IDE,497.0,496.0,0.500503524672709
KIF11,69.0,107.0,0.39204545454545453
HHEX,2.0,0.0,1.0
EXOC6,336.0,400.0,0.45652173913043476
CYP26C1,1.0,0.0,1.0
CYP26A1,13.0,16.0,0.4482758620689655
MYOF,3774.0,5450.0,0.40915004336513444
CEP55,34.0,66.0,0.34
FFAR4,10.0,13.0,0.43478260869565216
RBP4,3.0,4.0,0.42857142857142855
PDE6C,2.0,0.0,1.0
FRA10AC1,764.0,922.0,0.4531435349940688
LGI1,2.0,0.0,1.0
SLC35G1,173.0,308.0,0.3596673596673597
PLCE1,241.0,485.0,0.3319559228650138
PLCE1-AS2,2.0,0.0,1.0
AL389885.1,1.0,0.0,1.0
PLCE1-AS1,108.0,106.0,0.5046728971962616
AL139124.1,5.0,14.0,0.2631578947368421
NOC3L,704.0,913.0,0.43537414965986393
TBC1D12,330.0,501.0,0.3971119133574007
HELLS,556.0,795.0,0.41154700222057733
CYP2C18,41.0,68.0,0.3761467889908257
CYP2C9,6.0,10.0,0.375
ACSM6,1.0,5.0,0.16666666666666666
PDLIM1,2029.0,3680.0,0.3554037484673323
SORBS1,884.0,846.0,0.5109826589595375
ALDH18A1,1143.0,1181.0,0.49182444061962133
TCTN3,1139.0,1450.0,0.43993820007724993
ENTPD1,598.0,510.0,0.5397111913357401
ENTPD1-AS1,63.0,214.0,0.22743682310469315
CC2D2B,9.0,17.0,0.34615384615384615
CCNJ,166.0,167.0,0.4984984984984985
ZNF518A,1212.0,2244.0,0.3506944444444444
BLNK,165.0,390.0,0.2972972972972973
DNTT,1.0,0.0,1.0
OPALIN,1.0,0.0,1.0
TLL2,17.0,23.0,0.425
TM9SF3,7932.0,8437.0,0.48457450058036533
PIK3AP1,521.0,479.0,0.521
LCOR,2801.0,3100.0,0.47466531096424336
SLIT1,2.0,0.0,1.0
ARHGAP19,190.0,238.0,0.4439252336448598
FRAT1,196.0,157.0,0.5552407932011332
FRAT2,778.0,974.0,0.4440639269406393
RRP12,475.0,478.0,0.49842602308499473
PGAM1,7007.0,8060.0,0.46505608283002586
EXOSC1,1127.0,1369.0,0.4515224358974359
ZDHHC16,1114.0,1049.0,0.5150254276467868
MMS19,972.0,1111.0,0.4666346615458473
UBTD1,406.0,478.0,0.4592760180995475
ANKRD2,11.0,16.0,0.4074074074074074
HOGA1,2.0,0.0,1.0
MORN4,157.0,183.0,0.46176470588235297
PI4K2A,804.0,576.0,0.5826086956521739
AVPI1,611.0,762.0,0.4450109249817917
MARVELD1,4590.0,4085.0,0.5291066282420749
ZFYVE27,247.0,417.0,0.37198795180722893
SFRP5,1.0,0.0,1.0
GOLGA7B,1.0,0.0,1.0
R3HCC1L,736.0,835.0,0.4684914067472947
LOXL4,21.0,46.0,0.31343283582089554
AL139241.1,1.0,0.0,1.0
PYROXD2,88.0,148.0,0.3728813559322034
HPS1,965.0,1837.0,0.3443968593861527
HPSE2,1.0,0.0,1.0
CNNM1,11.0,8.0,0.5789473684210527
GOT1,542.0,609.0,0.47089487402258906
AL391684.1,4.0,8.0,0.3333333333333333
LINC01475,1.0,0.0,1.0
SLC25A28,560.0,758.0,0.424886191198786
AL353719.1,2.0,11.0,0.15384615384615385
AL133353.1,3.0,0.0,1.0
ENTPD7,234.0,187.0,0.5558194774346793
CUTC,314.0,461.0,0.40516129032258064
COX15,787.0,1077.0,0.42221030042918456
ABCC2,53.0,40.0,0.5698924731182796
DNMBP,264.0,303.0,0.4656084656084656
DNMBP-AS1,10.0,6.0,0.625
CPN1,2.0,0.0,1.0
ERLIN1,1328.0,1910.0,0.410129709697344
CHUK,435.0,480.0,0.47540983606557374
AL138921.1,1.0,0.0,1.0
CWF19L1,328.0,517.0,0.3881656804733728
BLOC1S2,1202.0,1679.0,0.41721624435959737
PKD2L1,1.0,0.0,1.0
SCD,4982.0,9467.0,0.34479894802408473
OLMALINC,149.0,250.0,0.37343358395989973
SEC31B,25.0,107.0,0.1893939393939394
NDUFB8,4682.0,5393.0,0.46471464019851116
HIF1AN,934.0,867.0,0.5186007773459189
PAX2,1.0,0.0,1.0
AL138762.1,14.0,28.0,0.3333333333333333
SLF2,464.0,872.0,0.3473053892215569
MRPL43,1406.0,2405.0,0.36893203883495146
SEMA4G,148.0,240.0,0.38144329896907214
TWNK,93.0,179.0,0.34191176470588236
LZTS2,641.0,662.0,0.49194167306216424
PDZD7,133.0,283.0,0.31971153846153844
SFXN3,1655.0,2608.0,0.38822425521932913
AL133215.2,2.0,3.0,0.4
KAZALD1,44.0,56.0,0.44
LINC01514,1.0,0.0,1.0
LBX1,23.0,9.0,0.71875
AL133387.2,3.0,0.0,1.0
BTRC,813.0,888.0,0.47795414462081126
DPCD,270.0,447.0,0.37656903765690375
POLL,397.0,606.0,0.39581256231306083
FBXW4,915.0,1155.0,0.4420289855072464
AC010789.1,12.0,90.0,0.11764705882352941
FGF8,2.0,3.0,0.4
NPM3,843.0,954.0,0.4691151919866444
OGA,2607.0,3669.0,0.41539196940726575
KCNIP2,6.0,21.0,0.2222222222222222
ARMH3,541.0,532.0,0.5041938490214353
HPS6,215.0,271.0,0.44238683127572015
LDB1,370.0,539.0,0.40704070407040704
PPRC1,728.0,744.0,0.4945652173913043
NOLC1,1725.0,1750.0,0.49640287769784175
ELOVL3,5.0,8.0,0.38461538461538464
PITX3,4.0,5.0,0.4444444444444444
GBF1,1412.0,1637.0,0.4631026566087242
NFKB2,771.0,826.0,0.482780212899186
PSD,15.0,22.0,0.40540540540540543
FBXL15,814.0,922.0,0.46889400921658986
CUEDC2,494.0,730.0,0.4035947712418301
C10orf95,90.0,117.0,0.43478260869565216
MFSD13A,292.0,248.0,0.5407407407407407
ACTR1A,2442.0,1728.0,0.5856115107913669
AL121928.1,4.0,4.0,0.5
SUFU,152.0,140.0,0.5205479452054794
TRIM8,453.0,600.0,0.4301994301994302
AL391121.1,18.0,19.0,0.4864864864864865
ARL3,1664.0,1737.0,0.4892678623934137
SFXN2,72.0,65.0,0.5255474452554745
WBP1L,1411.0,1526.0,0.4804221995233231
CYP17A1,4.0,0.0,1.0
CYP17A1-AS1,17.0,17.0,0.5
AL358790.1,3.0,0.0,1.0
BORCS7,1350.0,2156.0,0.3850541928123217
AS3MT,2.0,3.0,0.4
CNNM2,325.0,422.0,0.4350736278447122
NT5C2,1352.0,1085.0,0.5547804677882643
INA,10.0,16.0,0.38461538461538464
PCGF6,635.0,642.0,0.49725920125293654
TAF5,174.0,249.0,0.41134751773049644
ATP5MD,22599.0,19654.0,0.5348495964783566
PDCD11,688.0,999.0,0.4078245406046236
CALHM2,1352.0,1491.0,0.47555399226169537
AL139339.2,5.0,5.0,0.5
AL139339.1,35.0,33.0,0.5147058823529411
CALHM1,2.0,5.0,0.2857142857142857
CALHM3,130.0,230.0,0.3611111111111111
NEURL1-AS1,1.0,0.0,1.0
NEURL1,2451.0,2438.0,0.5013295152382901
SH3PXD2A,3165.0,5314.0,0.37327515037150605
AL121929.2,42.0,230.0,0.15441176470588236
SH3PXD2A-AS1,16.0,40.0,0.2857142857142857
STN1,310.0,583.0,0.3471444568868981
SLK,2123.0,2356.0,0.47398972985041304
COL17A1,963.0,4175.0,0.18742701440249124
SFR1,235.0,209.0,0.5292792792792793
CFAP43,7.0,12.0,0.3684210526315789
GSTO1,3177.0,3479.0,0.4773137019230769
GSTO2,284.0,379.0,0.42835595776772245
ITPRIP,1015.0,768.0,0.5692652832305104
AL162742.2,1.0,0.0,1.0
AL162742.1,1.0,0.0,1.0
CFAP58-DT,1.0,4.0,0.2
CFAP58,32.0,39.0,0.4507042253521127
SORCS1,1.0,0.0,1.0
LINC01435,2.0,0.0,1.0
AL353740.1,1.0,0.0,1.0
XPNPEP1,803.0,1012.0,0.44242424242424244
ADD3,1080.0,1518.0,0.41570438799076215
MXI1,974.0,2200.0,0.3068683049779458
AL360182.2,1.0,0.0,1.0
SMNDC1,2382.0,2848.0,0.4554493307839388
AL355512.1,124.0,110.0,0.5299145299145299
DUSP5,13148.0,7951.0,0.6231574956159059
SMC3,1994.0,2752.0,0.4201432785503582
RBM20,14.0,36.0,0.28
AL136368.1,2.0,0.0,1.0
PDCD4-AS1,32.0,43.0,0.4266666666666667
PDCD4,7515.0,10039.0,0.428107553833884
BBIP1,425.0,608.0,0.41142303969022265
AL158163.2,7.0,12.0,0.3684210526315789
AL158163.1,4.0,22.0,0.15384615384615385
SHOC2,2087.0,2612.0,0.44413705043626306
GPAM,180.0,274.0,0.3964757709251101
ACSL5,680.0,880.0,0.4358974358974359
AL157786.1,11.0,20.0,0.3548387096774194
ZDHHC6,706.0,966.0,0.4222488038277512
VTI1A,563.0,779.0,0.4195230998509687
AL139120.1,39.0,37.0,0.5131578947368421
TCF7L2,9432.0,23737.0,0.28436190418764506
AL158212.2,557.0,659.0,0.45805921052631576
NRAP,17.0,8.0,0.68
CASP7,853.0,927.0,0.47921348314606743
PLEKHS1,3.0,0.0,1.0
DCLRE1A,111.0,120.0,0.4805194805194805
NHLRC2,897.0,974.0,0.4794227685729556
ADRB1,200.0,903.0,0.1813236627379873
CCDC186,3610.0,4795.0,0.42950624628197503
TDRD1,3.0,0.0,1.0
VWA2,3.0,3.0,0.5
AC005383.1,1.0,6.0,0.14285714285714285
AFAP1L2,60.0,159.0,0.273972602739726
ABLIM1,242.0,309.0,0.43920145190562615
AL137025.1,3.0,0.0,1.0
FAM160B1,1302.0,1292.0,0.5019275250578258
TRUB1,253.0,351.0,0.41887417218543044
AL355340.1,1.0,0.0,1.0
ATRNL1,1.0,0.0,1.0
GFRA1,2.0,0.0,1.0
PNLIPRP3,3.0,3.0,0.5
PNLIPRP1,5.0,0.0,1.0
C10orf82,1.0,3.0,0.25
HSPA12A,39.0,50.0,0.43820224719101125
ENO4,3.0,11.0,0.21428571428571427
SHTN1,2951.0,3897.0,0.430928738317757
VAX1,1.0,0.0,1.0
SLC18A2,3.0,4.0,0.42857142857142855
AL391988.1,25.0,22.0,0.5319148936170213
PDZD8,827.0,928.0,0.47122507122507123
EMX2OS,6.0,5.0,0.5454545454545454
EMX2,1.0,0.0,1.0
RAB11FIP2,607.0,859.0,0.4140518417462483
AC022395.1,3.0,0.0,1.0
CASC2,13.0,22.0,0.37142857142857144
FAM204A,3010.0,3837.0,0.4396085877026435
LINC00867,4.0,0.0,1.0
CACUL1,1966.0,2347.0,0.45583120797588683
NANOS1,100.0,194.0,0.3401360544217687
EIF3A,10657.0,13052.0,0.44949175418617404
FAM45A,1966.0,2897.0,0.4042771951470286
SFXN4,319.0,501.0,0.38902439024390245
PRDX3,4293.0,5126.0,0.45578086845737337
GRK5,700.0,570.0,0.5511811023622047
RGS10,4069.0,4966.0,0.4503597122302158
TIAL1,2805.0,4077.0,0.4075850043591979
BAG3,3587.0,2783.0,0.5631083202511774
INPP5F,1315.0,1586.0,0.45329196828679763
MCMBP,1240.0,1406.0,0.46863189720332576
SEC23IP,1068.0,1220.0,0.46678321678321677
WDR11-AS1,2.0,4.0,0.3333333333333333
WDR11,859.0,1607.0,0.34833738848337387
AC010998.2,1.0,16.0,0.058823529411764705
AC010998.3,1.0,0.0,1.0
FGFR2,84.0,305.0,0.2159383033419023
ATE1,820.0,920.0,0.47126436781609193
AL731566.2,2.0,0.0,1.0
NSMCE4A,477.0,575.0,0.4534220532319392
AL731566.1,1.0,15.0,0.0625
TACC2,3350.0,2790.0,0.5456026058631922
BTBD16,23.0,11.0,0.6764705882352942
PLEKHA1,2839.0,4560.0,0.3837005000675767
ARMS2,135.0,51.0,0.7258064516129032
HTRA1,35238.0,51426.0,0.40660481860980335
CUZD1,9.0,3.0,0.75
FAM24B,1.0,3.0,0.25
C10orf88,283.0,375.0,0.43009118541033436
PSTK,81.0,139.0,0.36818181818181817
IKZF5,429.0,610.0,0.4128970163618864
ACADSB,119.0,188.0,0.38762214983713356
BUB3,1183.0,1824.0,0.3934153641503159
GPR26,2.0,3.0,0.4
CPXM2,426.0,124.0,0.7745454545454545
CHST15,112.0,105.0,0.5161290322580645
OAT,2528.0,4075.0,0.3828562774496441
NKX1-2,20.0,39.0,0.3389830508474576
LHPP,453.0,702.0,0.3922077922077922
FAM53B,405.0,451.0,0.47313084112149534
AL513190.1,6.0,3.0,0.6666666666666666
EEF1AKMT2,247.0,473.0,0.34305555555555556
ABRAXAS2,640.0,803.0,0.4435204435204435
ZRANB1,1359.0,1351.0,0.5014760147601476
AL731577.1,5.0,33.0,0.13157894736842105
CTBP2,3923.0,5938.0,0.39782983470236283
AL731571.1,24.0,21.0,0.5333333333333333
AL157888.1,5.0,10.0,0.3333333333333333
AL158835.1,34.0,70.0,0.3269230769230769
EDRF1,267.0,459.0,0.3677685950413223
EDRF1-AS1,2.0,3.0,0.4
MMP21,1.0,0.0,1.0
UROS,822.0,1069.0,0.43469063987308304
BCCIP,895.0,1163.0,0.43488824101069
DHX32,2092.0,2217.0,0.48549547458807146
FANK1,85.0,175.0,0.3269230769230769
ADAM12,42064.0,46689.0,0.4739445427196827
LINC00601,10.0,9.0,0.5263157894736842
C10orf90,129.0,77.0,0.6262135922330098
DOCK1,1052.0,1402.0,0.4286878565607172
AL359094.1,5.0,17.0,0.22727272727272727
FAM196A,6.0,14.0,0.3
PTPRE,3980.0,6137.0,0.3933972521498468
MKI67,142.0,245.0,0.3669250645994832
AL390763.1,1.0,0.0,1.0
MGMT,652.0,717.0,0.4762600438276114
AL157832.1,1.0,0.0,1.0
C10orf143,20.0,11.0,0.6451612903225806
GLRX3,2137.0,2176.0,0.4954787850683979
TCERG1L,79.0,71.0,0.5266666666666666
TCERG1L-AS1,69.0,49.0,0.5847457627118644
LINC01164,1.0,0.0,1.0
PPP2R2D,1154.0,1367.0,0.45775485918286396
BNIP3,7124.0,16562.0,0.300768386388584
AL162274.2,15.0,36.0,0.29411764705882354
AL162274.1,3.0,21.0,0.125
STK32C,183.0,139.0,0.5683229813664596
LRRC27,53.0,103.0,0.33974358974358976
PWWP2B,1831.0,3003.0,0.37877534133223006
AL451069.2,0.0,3.0,0.0
C10orf91,1.0,4.0,0.2
AL451069.1,2.0,0.0,1.0
LINC01165,1.0,0.0,1.0
INPP5A,476.0,471.0,0.5026399155227033
NKX6-2,1.0,3.0,0.25
CFAP46,1.0,0.0,1.0
MIR202HG,3.0,6.0,0.3333333333333333
AL592071.1,4.0,11.0,0.26666666666666666
ADAM8,2834.0,4326.0,0.3958100558659218
TUBGCP2,1467.0,1744.0,0.45686701962005605
AL360181.2,2.0,5.0,0.2857142857142857
ZNF511,384.0,773.0,0.33189282627484873
CALY,6.0,10.0,0.375
PRAP1,3.0,0.0,1.0
FUOM,91.0,177.0,0.33955223880597013
ECHS1,4242.0,5008.0,0.4585945945945946
PAOX,48.0,79.0,0.3779527559055118
AL360181.3,1.0,0.0,1.0
MTG1,120.0,270.0,0.3076923076923077
SPRN,0.0,5.0,0.0
SCART1,16.0,24.0,0.4
CYP2E1,8.0,7.0,0.5333333333333333
IQSEC3,1.0,0.0,1.0
AC026369.1,1.0,0.0,1.0
SLC6A12,3.0,5.0,0.375
AC007406.1,1.0,0.0,1.0
SLC6A13,6.0,3.0,0.6666666666666666
KDM5A,2818.0,3941.0,0.4169255807072052
CCDC77,158.0,245.0,0.3920595533498759
B4GALNT3,8.0,13.0,0.38095238095238093
NINJ2,72.0,57.0,0.5581395348837209
AC021054.1,9.0,18.0,0.3333333333333333
WNK1,2547.0,2639.0,0.49112996529116854
RAD52,73.0,125.0,0.3686868686868687
AC004803.1,12.0,22.0,0.35294117647058826
ERC1,1955.0,2784.0,0.41253428993458535
LINC00942,1.0,0.0,1.0
WNT5B,14.0,9.0,0.6086956521739131
FBXL14,4.0,15.0,0.21052631578947367
ADIPOR2,1579.0,1722.0,0.47833989700090884
CACNA2D4,1.0,0.0,1.0
LINC00940,1.0,0.0,1.0
DCP1B,152.0,185.0,0.45103857566765576
CACNA1C,12.0,6.0,0.6666666666666666
AC005342.1,5.0,7.0,0.4166666666666667
CACNA1C-AS2,1.0,7.0,0.125
FKBP4,2900.0,2631.0,0.5243174832760803
ITFG2-AS1,21.0,51.0,0.2916666666666667
AC005841.1,1.0,0.0,1.0
ITFG2,155.0,481.0,0.24371069182389937
NRIP2,5.0,4.0,0.5555555555555556
FOXM1,43.0,68.0,0.38738738738738737
RHNO1,385.0,411.0,0.4836683417085427
TULP3,534.0,769.0,0.409823484267076
TEAD4,55.0,66.0,0.45454545454545453
AC125807.2,11.0,10.0,0.5238095238095238
TSPAN9,2011.0,2728.0,0.42435112893015403
AC005865.1,2.0,0.0,1.0
PRMT8,3.0,3.0,0.5
CRACR2A,13.0,26.0,0.3333333333333333
PARP11,93.0,166.0,0.3590733590733591
CCND2,1.0,0.0,1.0
TIGAR,745.0,866.0,0.46244568590937307
FGF23,2.0,3.0,0.4
C12orf4,345.0,390.0,0.46938775510204084
RAD51AP1,85.0,135.0,0.38636363636363635
DYRK4,120.0,196.0,0.379746835443038
AKAP3,34.0,16.0,0.68
NDUFA9,1053.0,1412.0,0.42718052738336715
GALNT8,2.0,0.0,1.0
KCNA1,1.0,0.0,1.0
KCNA5,1.0,0.0,1.0
AC006206.2,3.0,33.0,0.08333333333333333
AC006206.1,4.0,62.0,0.06060606060606061
AC007848.2,2.0,0.0,1.0
AC007848.1,8.0,60.0,0.11764705882352941
NTF3,0.0,3.0,0.0
ANO2,115.0,95.0,0.5476190476190477
VWF,70.0,52.0,0.5737704918032787
CD9,2063.0,4390.0,0.31969626530295986
PLEKHG6,1343.0,1331.0,0.5022438294689604
TNFRSF1A,3036.0,3131.0,0.4922977136371007
SCNN1A,279.0,201.0,0.58125
LTBR,2227.0,1988.0,0.5283511269276394
AC005840.2,4.0,7.0,0.36363636363636365
TAPBPL,415.0,959.0,0.302037845705968
VAMP1,21.0,59.0,0.2625
AC005840.4,15.0,14.0,0.5172413793103449
MRPL51,5741.0,6645.0,0.46350718553205233
NCAPD2,383.0,525.0,0.42180616740088106
GAPDH,80820.0,103345.0,0.4388456004126734
AC006064.4,528.0,209.0,0.7164179104477612
IFFO1,100.0,211.0,0.3215434083601286
AC006064.1,0.0,8.0,0.0
NOP2,55.0,79.0,0.41044776119402987
CHD4,3239.0,3691.0,0.4673881673881674
AC006064.2,27.0,59.0,0.313953488372093
LPAR5,6.0,6.0,0.5
ACRBP,8.0,10.0,0.4444444444444444
ING4,428.0,662.0,0.3926605504587156
ZNF384,872.0,928.0,0.48444444444444446
COPS7A,1479.0,1642.0,0.4738865748157642
AC125494.2,8.0,3.0,0.7272727272727273
MLF2,5109.0,5311.0,0.49030710172744724
PTMS,8214.0,7952.0,0.5081034269454411
LAG3,9.0,23.0,0.28125
P3H3,3.0,9.0,0.25
CDCA3,65.0,90.0,0.41935483870967744
USP5,1358.0,936.0,0.5919790758500436
TPI1,11475.0,21266.0,0.3504779939525366
SPSB2,180.0,165.0,0.5217391304347826
LRRC23,159.0,291.0,0.35333333333333333
U47924.3,4.0,18.0,0.18181818181818182
ENO2,12.0,30.0,0.2857142857142857
ATN1,2008.0,2130.0,0.4852585790236829
C12orf57,7631.0,11184.0,0.4055806537337231
U47924.2,26.0,17.0,0.6046511627906976
PTPN6,588.0,683.0,0.4626278520849725
MIR200CHG,262.0,286.0,0.4781021897810219
U47924.1,1.0,7.0,0.125
PHB2,2340.0,3561.0,0.3965429588205389
EMG1,1153.0,1440.0,0.4446586964905515
EMG1-1,12.0,27.0,0.3076923076923077
LPCAT3,1169.0,1726.0,0.4037996545768566
C1S,153.0,146.0,0.5117056856187291
C1R,101.0,121.0,0.45495495495495497
C1RL,20.0,15.0,0.5714285714285714
C1RL-AS1,4.0,0.0,1.0
RBP5,1.0,0.0,1.0
AC018653.3,11.0,7.0,0.6111111111111112
CLSTN3,777.0,1366.0,0.3625758282781148
PEX5,302.0,290.0,0.5101351351351351
CD163L1,103.0,96.0,0.5175879396984925
CD163,9.0,3.0,0.75
DPPA3,1.0,0.0,1.0
CLEC4C,1.0,3.0,0.25
NANOGNB,2.0,0.0,1.0
NANOG,8.0,33.0,0.1951219512195122
SLC2A14,195.0,762.0,0.20376175548589343
SLC2A3,1780.0,5956.0,0.23009307135470528
AC006511.4,1.0,0.0,1.0
FOXJ2,593.0,1023.0,0.36695544554455445
C3AR1,7.0,7.0,0.5
NECAP1,648.0,728.0,0.47093023255813954
CLEC4A,2.0,5.0,0.2857142857142857
FAM66C,8.0,0.0,1.0
AC092111.1,4.0,0.0,1.0
FAM90A1,0.0,4.0,0.0
LINC02449,1.0,10.0,0.09090909090909091
LINC00937,93.0,186.0,0.3333333333333333
AC092745.1,1.0,0.0,1.0
AICDA,15.0,31.0,0.32608695652173914
MFAP5,47310.0,61068.0,0.4365277085755412
AC092490.2,1.0,0.0,1.0
RIMKLB,2412.0,2635.0,0.47790766792153755
A2ML1-AS1,2.0,9.0,0.18181818181818182
AC092490.1,237.0,635.0,0.2717889908256881
A2ML1,25.0,42.0,0.373134328358209
AC006581.2,7.0,11.0,0.3888888888888889
PHC1,1456.0,2049.0,0.4154065620542083
M6PR,1098.0,1921.0,0.363696588274263
KLRG1,6.0,15.0,0.2857142857142857
