peak_id,peak_width,exon,gene,promoter,annotation,gene_name,gene_id,tss_distance,ENCODE_blacklist,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,contains_primed_enhancers,contains_active_enhancers,contains_repressed_enhancers,highly_variable,contains_primed_enhancers_2nd_and_3rd_trimester,contains_active_enhancers_2nd_and_3rd_trimester,contains_repressed_enhancers_2nd_and_3rd_trimester
chr9:36400148-36401356,1209,1,1,1,exon,RNF38,ENSG00000137075,0,0,736,0.09838257,0.09383871,90.1617430824756,736.0,6.6025877,0,0,0,True,0,0,0
chr9:36441256-36441628,373,0,1,0,intron,RNF38,ENSG00000137075,40057,0,110,0.014703916,0.014596862,98.52960834113088,110.0,4.7095304,1,0,1,True,0,0,0
chr9:36486653-36488132,1480,1,1,1,exon,RNF38,ENSG00000137075,0,0,609,0.08140623,0.078262255,91.85937708862453,609.0,6.413459,0,1,0,True,0,1,0
chr9:36493470-36493914,445,0,0,0,intergenic,nan,nan,5921,0,97,0.012966181,0.01288284,98.7033819008154,97.0,4.5849676,1,0,0,True,1,0,0
chr9:37079255-37080214,960,0,0,0,intergenic,nan,nan,40324,0,455,0.060820747,0.059042897,93.91792541104132,455.0,6.122493,0,0,0,True,0,0,0
chr9:37119931-37120855,925,1,1,1,exon,ZCCHC7,ENSG00000147905,0,0,455,0.060820747,0.059042897,93.91792541104132,455.0,6.122493,0,0,0,True,0,0,0
chr9:37464737-37466190,1454,1,1,1,exon,ZBTB5,ENSG00000168795,0,0,947,0.12658736,0.11919303,87.34126453682663,947.0,6.8543544,0,1,0,True,0,1,0
chr9:37650623-37651158,536,1,1,1,exon,FRMPD1,ENSG00000070601,0,0,186,0.024862986,0.024558932,97.51370137682127,186.0,5.2311087,0,0,1,True,0,0,1
chr9:37903491-37904486,996,1,1,1,exon,SLC25A51,ENSG00000122696,0,0,628,0.083946,0.080608085,91.60540034754712,628.0,6.4441314,0,1,0,True,0,1,0
chr9:37943485-37944042,558,0,1,0,intron,SHB,ENSG00000107338,39131,0,161,0.021521186,0.021292876,97.84788129929154,161.0,5.0875964,0,1,0,True,0,1,0
chr9:38008043-38008785,743,0,1,0,intron,SHB,ENSG00000107338,59901,0,383,0.051196363,0.049928907,94.88036358775564,383.0,5.9506426,1,1,1,True,1,1,0
chr9:38069103-38069925,823,1,1,1,exon,SHB,ENSG00000107338,0,0,539,0.07204919,0.06957195,92.79508087154124,539.0,6.291569,0,1,0,True,0,1,0
chr9:38226987-38227815,829,0,0,0,intergenic,nan,nan,157775,0,496,0.06630129,0.06419592,93.36987033819008,496.0,6.20859,0,1,0,True,0,1,0
chr9:38392312-38393028,717,1,1,1,exon,ALDH1B1,ENSG00000137124,0,0,266,0.035556745,0.0349392,96.44432562491644,266.0,5.587249,0,1,0,True,0,1,0
chr9:38620452-38621097,646,1,1,1,exon,ANKRD18A,ENSG00000180071,0,0,129,0.017243683,0.017096698,98.27563160005349,129.0,4.8675346,0,0,0,True,0,0,0
chr9:38645445-38646265,821,0,0,0,intergenic,nan,nan,24784,0,119,0.015906963,0.015781773,98.40930356904155,119.0,4.787492,0,0,0,True,0,0,0
chr9:68779490-68780397,908,1,1,1,exon,FAM122A,ENSG00000187866,0,0,383,0.051196363,0.049928907,94.88036358775564,383.0,5.9506426,0,1,0,True,0,1,0
chr9:69035496-69036497,1002,1,1,1,exon,FXN,ENSG00000165060,0,0,367,0.049057614,0.04789225,95.0942387381366,367.0,5.908083,1,1,1,True,0,1,1
chr9:69108746-69109458,713,0,0,0,intergenic,nan,nan,11805,0,112,0.014971261,0.014860298,98.50287394733324,112.0,4.727388,0,0,0,True,0,0,0
chr9:69671940-69672569,630,1,1,1,exon,APBA1,ENSG00000107282,0,0,187,0.024996659,0.024689352,97.50033417992246,187.0,5.236442,1,0,1,True,0,0,1
chr9:69759433-69760216,784,1,1,1,exon,PTAR1,ENSG00000188647,0,0,353,0.047186203,0.04610676,95.28137949471996,353.0,5.869297,1,1,0,True,0,0,0
chr9:69961813-69962176,364,0,0,0,intergenic,nan,nan,81404,0,129,0.017243683,0.017096698,98.27563160005349,129.0,4.8675346,0,0,0,True,0,0,0
chr9:69969987-69970400,414,0,0,0,intergenic,nan,nan,73180,0,96,0.012832509,0.012750871,98.7167490977142,96.0,4.574711,0,0,0,True,0,0,0
chr9:70258372-70259437,1066,1,1,1,exon,SMC5,ENSG00000198887,0,0,601,0.080336854,0.07727289,91.966314663815,601.0,6.4002576,0,1,0,True,0,1,0
chr9:71768206-71769137,932,1,1,1,exon,TMEM2,ENSG00000135048,0,0,575,0.07686138,0.07405068,92.31386178318408,575.0,6.3561077,0,1,0,True,0,1,0
chr9:71783066-71783591,526,0,1,0,intron,TMEM2,ENSG00000135048,14181,0,257,0.034353696,0.033776782,96.56463039700574,257.0,5.5529594,1,0,1,True,1,0,1
chr9:71910492-71911944,1453,1,1,1,exon,C9orf85,ENSG00000155621,0,0,759,0.10145702,0.09663387,89.85429755380297,759.0,6.6333184,0,1,0,True,0,1,0
chr9:72024878-72025249,372,0,0,0,intergenic,nan,nan,35355,0,47,0.0062825824,0.006262929,99.37174174575593,47.0,3.871201,0,0,0,True,0,0,0
chr9:72377493-72378127,635,0,0,0,intergenic,nan,nan,12257,0,188,0.02513033,0.024819756,97.48696698302366,188.0,5.241747,0,0,0,True,0,0,0
chr9:72477948-72478742,795,0,0,0,intergenic,nan,nan,43058,0,235,0.031412914,0.030929623,96.85870872877958,235.0,5.463832,0,1,0,True,0,1,0
chr9:74951763-74953069,1307,1,1,1,exon,C9orf40,ENSG00000135045,0,0,461,0.061622776,0.059798658,93.83772222964843,461.0,6.135565,0,1,0,True,0,1,0
chr9:74961433-74961890,458,0,0,0,intergenic,nan,nan,8546,0,98,0.013099853,0.0130147915,98.6900147039166,98.0,4.59512,0,1,0,True,0,0,0
chr9:75027659-75028728,1070,1,1,1,exon,CARNMT1,ENSG00000156017,0,0,619,0.08274295,0.07949759,91.72570511963642,619.0,6.4297194,0,1,0,True,0,1,0
chr9:75087703-75088837,1135,1,1,1,exon,OSTF1,ENSG00000134996,0,0,874,0.1168293,0.11049369,88.31706991043978,874.0,6.774224,0,0,0,True,0,0,0
chr9:75169370-75169955,586,0,0,0,intergenic,nan,nan,80826,0,214,0.028605802,0.028204296,97.1394198636546,214.0,5.370638,0,1,0,True,0,1,0
chr9:75850424-75851012,589,0,0,0,intergenic,nan,nan,39631,0,170,0.022724235,0.022469886,97.72757652720225,170.0,5.1416636,0,0,0,True,0,0,0
chr9:75889990-75891209,1220,1,1,1,exon,PCSK5,ENSG00000099139,0,0,285,0.03809651,0.037388757,96.19034888383906,285.0,5.655992,0,0,0,True,0,0,0
chr9:76180919-76181272,354,0,1,0,intron,PCSK5,ENSG00000099139,7366,0,39,0.0052132066,0.0051996647,99.4786793209464,39.0,3.6888795,0,0,0,True,0,0,0
chr9:76310997-76311417,421,0,1,0,intron,PCSK5,ENSG00000099139,82348,0,221,0.029541506,0.029113563,97.04584948536292,221.0,5.4026775,0,1,0,True,0,0,0
chr9:76393694-76395154,1461,1,1,1,exon,RFK,ENSG00000135002,0,0,795,0.10626922,0.10099329,89.3730784654458,795.0,6.6795993,0,1,0,True,0,1,0
chr9:76458883-76460226,1344,1,1,1,exon,GCNT1,ENSG00000187210,0,0,507,0.06777169,0.065573946,93.22283117230316,507.0,6.2304816,0,1,0,True,0,1,0
chr9:77807208-77807688,481,0,1,0,intron,GNAQ,ENSG00000156052,158900,0,131,0.017511029,0.017359477,98.24889720625583,131.0,4.882802,0,0,0,True,0,0,0
chr9:78031261-78032455,1195,1,1,1,exon,GNAQ,ENSG00000156052,0,0,564,0.07539099,0.0726843,92.46090094907098,564.0,6.336826,0,0,0,True,0,0,0
chr9:78235432-78236214,783,1,1,1,exon,CEP78,ENSG00000148019,0,0,266,0.035556745,0.0349392,96.44432562491644,266.0,5.587249,0,0,0,True,0,0,0
chr9:79192824-79194030,1207,0,0,0,intergenic,nan,nan,377742,0,458,0.061221763,0.05942085,93.87782382034489,458.0,6.1290503,0,1,0,True,0,1,0
chr9:79567657-79568002,346,0,0,0,intergenic,nan,nan,3770,0,225,0.030076193,0.029632773,96.99238069776769,225.0,5.420535,0,0,0,True,0,0,0
chr9:79571292-79572003,712,1,1,1,exon,TLE4,ENSG00000106829,0,0,761,0.10172437,0.09687656,89.82756316000535,761.0,6.6359468,0,0,0,True,0,0,0
chr9:80061855-80062371,517,0,0,0,intergenic,nan,nan,353261,0,95,0.012698837,0.012618883,98.73011629461304,95.0,4.564348,0,0,0,True,0,0,0
chr9:81626408-81627086,679,0,1,0,intron,TLE1,ENSG00000196781,5850,0,176,0.023526266,0.02325379,97.64737334580938,176.0,5.17615,0,1,0,True,0,0,0
chr9:81688807-81690118,1312,1,1,1,exon,TLE1,ENSG00000196781,0,0,985,0.13166688,0.12369166,86.83331105467184,985.0,6.8936563,0,1,0,True,0,1,0
chr9:83299229-83299930,702,0,1,0,intron,FRMD3,ENSG00000172159,12035,0,132,0.0176447,0.01749084,98.23553000935703,132.0,4.890349,0,0,0,True,0,0,0
chr9:83403789-83404246,458,0,1,0,intron,FRMD3,ENSG00000172159,63495,0,37,0.004945863,0.0049336725,99.50541371474402,37.0,3.637586,0,0,0,True,0,0,0
chr9:83440573-83440950,378,0,1,0,intron,FRMD3,ENSG00000172159,26791,0,55,0.007351958,0.0073250644,99.26480417056544,55.0,4.0253515,0,1,0,True,0,0,0
chr9:83920686-83921748,1063,1,1,1,exon,KIF27,ENSG00000165115,0,0,566,0.07565834,0.07293288,92.43416655527336,566.0,6.340359,0,1,0,True,0,1,0
chr9:84170513-84171140,628,0,0,0,intergenic,nan,nan,169518,0,137,0.01831306,0.018147396,98.168694024863,137.0,4.9272537,0,0,0,True,0,0,0
chr9:84172559-84173376,818,0,0,0,intergenic,nan,nan,167282,0,163,0.02178853,0.021554552,97.82114690549392,163.0,5.0998664,1,1,0,True,1,1,0
chr9:84260663-84261419,757,0,0,0,intergenic,nan,nan,79239,0,256,0.034220025,0.033647545,96.57799759390456,256.0,5.549076,1,0,1,True,0,0,0
chr9:85432137-85432868,732,0,0,0,intergenic,nan,nan,146156,0,162,0.02165486,0.021423724,97.83451410239272,162.0,5.09375,1,0,1,True,0,0,0
chr9:85940687-85941719,1033,1,1,1,exon,NAA35,ENSG00000135040,0,0,695,0.09290202,0.088836566,90.70979815532682,695.0,6.5453496,0,0,0,True,0,0,0
chr9:86321345-86322068,724,0,1,1,promoter,ZCCHC6,ENSG00000083223,1700,0,300,0.04010159,0.039318394,95.9898409303569,300.0,5.7071104,1,1,1,True,0,0,0
chr9:86541029-86541369,341,0,0,0,intergenic,nan,nan,186574,0,37,0.004945863,0.0049336725,99.50541371474402,37.0,3.637586,0,0,0,True,0,0,0
chr9:87179479-87180676,1198,0,0,0,intergenic,nan,nan,232289,0,311,0.041571982,0.040731095,95.84280176446998,311.0,5.7430034,0,1,0,True,0,0,0
chr9:87371783-87372814,1032,0,0,0,intergenic,nan,nan,124413,0,429,0.057345275,0.055761307,94.26547253041038,429.0,6.063785,0,1,1,True,0,0,1
chr9:87381375-87381984,610,0,0,0,intergenic,nan,nan,115243,0,275,0.03675979,0.036100265,96.32402085282716,275.0,5.620401,1,0,0,True,1,0,0
chr9:87406583-87407965,1383,0,0,0,intergenic,nan,nan,89262,0,454,0.060687073,0.05891688,93.93129260794012,454.0,6.1202974,1,1,1,True,1,1,1
chr9:87606784-87607561,778,0,1,0,intron,DAPK1,ENSG00000196730,31876,0,202,0.027001739,0.026643625,97.29982622644032,202.0,5.313206,0,1,0,True,0,0,0
chr9:87725449-87726652,1204,1,1,1,exon,CTSL,ENSG00000135047,0,0,740,0.09891726,0.094325386,90.10827429488036,740.0,6.6080008,0,1,0,True,0,1,0
chr9:87766419-87767167,749,0,0,0,intergenic,nan,nan,40278,0,378,0.050528005,0.0492929,94.9471995722497,378.0,5.9375362,0,1,0,True,0,0,0
chr9:87793340-87793674,335,0,0,0,intergenic,nan,nan,67199,0,173,0.02312525,0.022861913,97.6874749365058,173.0,5.159055,0,1,0,True,0,1,0
chr9:88032458-88032900,443,0,0,0,intergenic,nan,nan,57704,0,49,0.0065499265,0.006528569,99.34500735195827,49.0,3.912023,1,1,1,True,0,0,0
chr9:88059287-88059831,545,0,0,0,intergenic,nan,nan,84533,0,236,0.031546585,0.031059215,96.84534153188076,236.0,5.46806,0,0,0,True,0,0,0
chr9:88076175-88076969,795,0,0,0,intergenic,nan,nan,101421,0,263,0.03515573,0.034551878,96.48442721561288,263.0,5.575949,0,0,0,True,0,0,0
chr9:88092750-88093181,432,0,0,0,intergenic,nan,nan,117996,0,70,0.009357038,0.009313532,99.06429621708328,70.0,4.26268,1,1,0,True,0,0,0
chr9:88514241-88514515,275,0,0,0,intergenic,nan,nan,20585,0,84,0.011228445,0.011165874,98.87715546049994,84.0,4.4426513,0,0,0,True,0,0,0
chr9:88534006-88534305,300,0,0,1,promoter,NXNL2,ENSG00000130045,795,0,86,0.0114957895,0.011430215,98.85042106670232,86.0,4.465908,0,0,0,True,0,0,0
chr9:88534818-88535466,649,1,1,1,exon,NXNL2,ENSG00000130045,0,0,281,0.037561823,0.03687356,96.2438176714343,281.0,5.641907,0,0,0,True,0,0,0
chr9:88652126-88652521,396,0,0,0,intergenic,nan,nan,116939,0,63,0.008421334,0.008386073,99.15786659537495,63.0,4.158883,0,0,0,True,0,0,0
chr9:89310276-89311295,1020,1,1,1,exon,CKS2,ENSG00000123975,0,0,810,0.108274296,0.10280412,89.17257051196364,810.0,6.698268,0,1,0,True,0,1,0
chr9:89318104-89319049,946,1,1,1,exon,SECISBP2,ENSG00000187742,0,0,594,0.07940115,0.0764064,92.05988504210669,594.0,6.3885612,0,1,0,True,0,1,0
chr9:89388001-89388640,640,0,1,1,promoter,SEMA4D,ENSG00000187764,85,0,250,0.033417992,0.03287175,96.65820077529742,250.0,5.525453,1,1,1,True,0,1,1
chr9:89422048-89422726,679,0,1,0,intron,SEMA4D,ENSG00000187764,3214,0,113,0.015104933,0.014991989,98.48950675043444,113.0,4.7361984,0,0,0,True,0,0,0
chr9:89433505-89434233,729,0,1,0,intron,SEMA4D,ENSG00000187764,2229,0,405,0.054137148,0.052722562,94.58628525598182,405.0,6.0063534,0,1,0,True,0,1,0
chr9:89744677-89745089,413,0,0,0,intergenic,nan,nan,139584,0,384,0.051330037,0.050056066,94.86699639085684,384.0,5.9532433,1,1,1,True,1,0,1
chr9:89794975-89795301,327,0,0,0,intergenic,nan,nan,189882,0,252,0.033685338,0.033130415,96.6314663814998,252.0,5.5333896,1,0,1,True,1,0,1
chr9:89992225-89992662,438,0,0,0,intergenic,nan,nan,387132,0,216,0.028873146,0.02846417,97.11268546985696,216.0,5.379897,1,1,1,True,1,1,1
chr9:90007452-90008075,624,0,0,0,intergenic,nan,nan,402359,0,78,0.010426413,0.010372433,98.9573586418928,78.0,4.3694477,0,1,0,True,0,1,0
chr9:90226754-90227283,530,0,0,0,intergenic,nan,nan,415540,0,94,0.012565165,0.012486878,98.74348349151182,94.0,4.553877,1,1,0,True,0,1,0
chr9:90511553-90511970,418,0,0,0,intergenic,nan,nan,130853,0,69,0.009223366,0.009181091,99.07766341398208,69.0,4.248495,0,1,0,True,0,0,0
chr9:90577895-90578685,791,0,0,0,intergenic,nan,nan,64138,0,138,0.018446732,0.018278655,98.15532682796416,138.0,4.934474,0,1,0,True,0,1,0
chr9:91071341-91071784,444,0,0,0,intergenic,nan,nan,149134,0,101,0.013500869,0.013410545,98.64991311322017,101.0,4.624973,0,1,0,True,0,0,0
chr9:91100557-91101197,641,0,0,0,intergenic,nan,nan,119721,0,188,0.02513033,0.024819756,97.48696698302366,188.0,5.241747,1,1,1,True,1,0,1
chr9:91117998-91118425,428,0,0,0,intergenic,nan,nan,102493,0,170,0.022724235,0.022469886,97.72757652720225,170.0,5.1416636,0,1,0,True,0,1,0
chr9:91192953-91193432,480,0,0,0,intergenic,nan,nan,27486,0,417,0.05574121,0.054243088,94.42587889319609,417.0,6.0354815,0,0,0,True,0,0,0
chr9:91193585-91194062,478,0,0,0,intergenic,nan,nan,26856,0,337,0.045047455,0.044062294,95.49525464510091,337.0,5.8230457,0,1,0,True,0,1,0
chr9:91407933-91408156,224,0,0,0,intergenic,nan,nan,15705,0,40,0.005346879,0.0053326352,99.4653121240476,40.0,3.713572,1,1,0,True,0,0,0
chr9:91423297-91424167,871,1,1,1,exon,NFIL3,ENSG00000165030,0,0,602,0.080470525,0.07739662,91.9529474669162,602.0,6.401917,0,0,0,True,0,0,0
chr9:92114941-92115828,888,1,1,1,exon,SPTLC1,ENSG00000090054,0,0,391,0.05226574,0.050945688,94.77342601256515,391.0,5.971262,0,0,0,True,0,0,0
chr9:92293392-92293994,603,1,1,1,exon,IARS,ENSG00000196305,0,0,377,0.050394334,0.04916565,94.96056676914851,377.0,5.934894,0,0,0,True,0,0,0
chr9:92501614-92502256,643,0,1,0,intron,ECM2,ENSG00000106823,19107,0,169,0.022590563,0.022339175,97.74094372410106,169.0,5.1357985,1,1,1,True,0,0,1
chr9:92669805-92670513,709,1,1,1,exon,IPPK,ENSG00000127080,0,0,449,0.060018715,0.058286563,93.99812859243416,449.0,6.1092477,0,1,0,True,0,1,0
chr9:92764546-92765617,1072,1,1,1,exon,BICD2,ENSG00000185963,0,0,660,0.0882235,0.08454655,91.1776500467852,660.0,6.493754,0,0,0,True,0,0,0
chr9:92808024-92809364,1341,0,0,0,intergenic,nan,nan,43211,0,419,0.056008555,0.05449629,94.39914449939847,419.0,6.0402546,0,0,0,True,0,0,0
chr9:93095208-93096680,1473,1,1,1,exon,CARD19,ENSG00000165233,0,0,1263,0.1688277,0.15600128,83.11723031680258,1263.0,7.1420364,0,1,0,True,0,1,0
chr9:93134044-93134593,550,1,1,1,exon,NINJ1,ENSG00000131669,0,0,296,0.039566904,0.03880419,96.04330971795214,296.0,5.6937323,0,1,0,True,0,1,0
chr9:93201495-93201936,442,0,1,0,intron,WNK2,ENSG00000165238,16551,0,311,0.041571982,0.040731095,95.84280176446998,311.0,5.7430034,1,1,0,True,0,1,0
chr9:93210361-93211063,703,0,1,0,intron,WNK2,ENSG00000165238,23859,0,363,0.048522923,0.047382433,95.14770752573185,363.0,5.897154,1,1,1,True,1,1,1
chr9:93245515-93245848,334,0,1,0,intron,WNK2,ENSG00000165238,10591,0,130,0.017377356,0.017228097,98.26226440315466,130.0,4.8751974,0,1,0,True,0,0,0
chr9:93392814-93393629,816,0,0,0,intergenic,nan,nan,46399,0,285,0.03809651,0.037388757,96.19034888383906,285.0,5.655992,1,1,1,True,1,1,1
chr9:93566386-93566941,556,0,0,0,intergenic,nan,nan,9465,0,472,0.06309317,0.061182745,93.69068306376153,472.0,6.1590953,1,1,1,True,0,1,0
chr9:94030378-94030948,571,1,1,1,exon,PTPDC1,ENSG00000158079,0,0,210,0.028071113,0.02768434,97.19288865124985,210.0,5.351858,0,1,0,True,0,1,0
chr9:94554254-94555334,1081,0,0,0,intergenic,nan,nan,38458,0,286,0.038230184,0.037517518,96.17698168694024,286.0,5.659482,1,0,0,True,0,0,0
chr9:94706463-94707617,1155,0,0,0,intergenic,nan,nan,19083,0,389,0.051998395,0.05069159,94.8001604063628,389.0,5.966147,0,1,0,True,0,1,0
chr9:95004116-95005400,1285,1,1,1,exon,C9orf3,ENSG00000148120,0,0,322,0.043042373,0.042141803,95.69576259858307,322.0,5.7776523,1,0,1,True,1,0,1
chr9:95018348-95018844,497,0,1,1,promoter,C9orf3,ENSG00000148120,46,0,107,0.014302901,0.01420158,98.5697099318273,107.0,4.6821313,0,1,0,True,0,0,0
chr9:95426547-95427194,648,1,1,1,exon,FANCC,ENSG00000158169,0,0,227,0.030343536,0.029892277,96.96564630397006,227.0,5.4293456,0,0,0,True,0,0,0
chr9:95508996-95509439,444,0,1,1,promoter,PTCH1,ENSG00000185920,334,0,157,0.0209865,0.020769317,97.90135008688678,157.0,5.062595,1,0,1,True,0,0,0
chr9:95510696-95511439,744,0,1,0,intron,PTCH1,ENSG00000185920,2034,0,453,0.0605534,0.058790848,93.94465980483892,453.0,6.1180973,0,0,0,True,0,0,0
chr9:96418127-96419443,1317,1,1,1,exon,ZNF367,ENSG00000165244,0,0,814,0.10880898,0.103286445,89.1191017243684,814.0,6.703188,1,1,0,True,0,1,0
chr9:96449652-96450589,938,1,1,1,exon,HABP4,ENSG00000130956,0,0,445,0.059484027,0.057782024,94.0515973800294,445.0,6.100319,1,0,1,True,1,0,1
chr9:96566442-96567585,1144,1,1,1,exon,CDC14B,ENSG00000081377,0,0,324,0.04330972,0.04239808,95.66902820478546,324.0,5.7838254,0,1,0,True,0,1,0
chr9:96654407-96655578,1172,1,1,1,exon,AAED1,ENSG00000158122,0,0,248,0.033150647,0.032613013,96.68493516909504,248.0,5.5174527,0,1,0,True,0,1,0
chr9:96777615-96778351,737,1,1,1,exon,ZNF510,ENSG00000081386,0,0,145,0.019382436,0.019196989,98.0617564496725,145.0,4.983607,1,1,1,True,0,1,1
chr9:96857996-96858437,442,0,1,0,intron,ZNF782,ENSG00000196597,3507,0,124,0.016575323,0.016439453,98.34246758454752,124.0,4.828314,0,0,0,True,0,0,0
chr9:97038793-97039469,677,1,1,1,exon,CTSV,ENSG00000136943,0,0,348,0.046517845,0.045468315,95.348215479214,348.0,5.855072,0,1,0,True,0,1,0
chr9:97046039-97046598,560,0,0,0,intergenic,nan,nan,6395,0,211,0.028204786,0.027814355,97.17952145435105,211.0,5.3565865,1,0,1,True,0,0,1
chr9:97411702-97412289,588,1,1,1,exon,TDRD7,ENSG00000196116,0,0,190,0.025397673,0.025080511,97.46023258922604,190.0,5.2522736,0,0,0,True,0,0,0
chr9:97632766-97633902,1137,1,1,1,exon,NCBP1,ENSG00000136937,0,0,799,0.1068039,0.10147649,89.31960967785055,799.0,6.684612,0,1,0,True,0,1,0
chr9:97921966-97922782,817,1,1,1,exon,TRMO,ENSG00000136932,0,0,498,0.06656864,0.06444662,93.34313594439246,498.0,6.212606,0,1,0,True,0,0,0
chr9:97982919-97983464,546,1,1,1,exon,ANP32B,ENSG00000136938,0,0,379,0.050661676,0.049420133,94.93383237535087,379.0,5.9401712,0,0,1,True,0,0,0
chr9:98056122-98057193,1072,1,1,1,exon,NANS,ENSG00000095380,0,0,620,0.08287662,0.07962104,91.7123379227376,620.0,6.431331,0,0,0,True,0,0,0
chr9:98087244-98088059,816,1,1,1,exon,TRIM14,ENSG00000106785,0,0,484,0.064697236,0.062690474,93.5302767009758,484.0,6.184149,0,1,0,True,0,1,0
chr9:98118753-98119403,651,1,1,1,exon,TRIM14,ENSG00000106785,0,0,202,0.027001739,0.026643625,97.29982622644032,202.0,5.313206,0,1,0,True,0,1,0
chr9:98164930-98165290,361,0,1,0,intron,CORO2A,ENSG00000106789,7593,0,91,0.012164149,0.01209076,98.78358508220826,91.0,4.5217886,1,0,1,True,1,0,1
chr9:98191906-98193305,1400,1,1,1,exon,CORO2A,ENSG00000106789,0,0,561,0.074989974,0.072311334,92.5010025397674,561.0,6.331502,1,1,0,True,1,1,0
chr9:98248855-98249135,281,0,1,0,intron,TBC1D2,ENSG00000095383,6444,0,167,0.02232322,0.022077704,97.76767811789868,167.0,5.123964,0,1,0,True,0,1,0
chr9:98250629-98251284,656,0,1,0,intron,TBC1D2,ENSG00000095383,4295,0,429,0.057345275,0.055761307,94.26547253041038,429.0,6.063785,1,1,1,True,0,1,0
chr9:98255528-98256526,999,1,1,1,exon,TBC1D2,ENSG00000095383,0,0,652,0.08715412,0.08356338,91.28458762197566,652.0,6.481577,0,1,0,True,0,1,0
chr9:98303341-98304125,785,1,1,1,exon,GABBR2,ENSG00000136928,6,0,242,0.032348618,0.031836417,96.7651383504879,242.0,5.4930615,0,1,0,True,0,1,0
chr9:98861843-98862557,715,0,0,0,intergenic,nan,nan,13070,0,338,0.045181125,0.044190194,95.4818874482021,338.0,5.826,0,1,1,True,0,0,0
chr9:99019075-99019711,637,0,1,0,intron,COL15A1,ENSG00000204291,18961,0,315,0.04210667,0.04124431,95.78933297687476,315.0,5.755742,0,0,0,True,0,0,0
chr9:99030039-99031003,965,0,1,0,intron,COL15A1,ENSG00000204291,7669,0,328,0.043844406,0.04291044,95.6155594171902,328.0,5.7960577,0,1,0,True,0,1,0
chr9:99104544-99105790,1247,1,1,1,exon,TGFBR1,ENSG00000106799,0,0,645,0.08621842,0.082702324,91.37815800026732,645.0,6.4707994,0,1,0,True,0,1,0
chr9:99126999-99128050,1052,1,1,1,exon,TGFBR1,ENSG00000106799,0,0,298,0.039834246,0.039061323,96.01657532415452,298.0,5.7004437,0,1,0,True,0,1,0
chr9:99221317-99222432,1116,1,1,1,exon,SEC61B,ENSG00000106803,0,0,448,0.059885044,0.058160454,94.01149578933298,448.0,6.107023,0,1,0,True,0,1,0
chr9:99819333-99820368,1036,0,0,1,promoter,NR4A3,ENSG00000119508,1486,0,672,0.08982756,0.08601948,91.01724368399944,672.0,6.5117455,0,1,0,True,0,1,0
chr9:100304658-100305268,611,1,1,0,exon,TEX10,ENSG00000136891,2600,0,98,0.013099853,0.0130147915,98.6900147039166,98.0,4.59512,0,1,0,True,0,1,0
chr9:100515488-100516423,936,0,1,0,intron,TMEFF1,ENSG00000241697,42374,0,200,0.026734393,0.026383273,97.32656062023791,200.0,5.3033047,0,1,0,True,0,0,0
chr9:100739655-100740094,440,0,0,0,intergenic,nan,nan,161575,0,95,0.012698837,0.012618883,98.73011629461304,95.0,4.564348,1,1,1,True,1,0,1
chr9:104093634-104094562,929,1,1,1,exon,SMC2,ENSG00000136824,0,0,261,0.034888383,0.034293577,96.51116160941052,261.0,5.5683446,0,0,0,True,0,0,0
chr9:104747379-104748509,1131,1,1,1,exon,NIPSNAP3A,ENSG00000136783,0,0,381,0.05092902,0.049674556,94.90709798155326,381.0,5.9454207,1,1,0,True,0,1,0
chr9:104971575-104971790,216,0,0,0,intergenic,nan,nan,43337,0,54,0.0072182864,0.0071923593,99.27817136746424,54.0,4.0073333,0,1,0,True,0,0,0
chr9:104977464-104977947,484,0,0,0,intergenic,nan,nan,49226,0,143,0.019115092,0.018934693,98.08849084347013,143.0,4.9698133,1,1,0,True,0,0,0
chr9:105132453-105133010,558,0,0,0,intergenic,nan,nan,111611,0,202,0.027001739,0.026643625,97.29982622644032,202.0,5.313206,0,1,1,True,0,1,0
chr9:105447801-105448538,738,1,1,1,exon,FSD1L,ENSG00000106701,0,0,246,0.032883305,0.032354217,96.71166956289268,246.0,5.5093884,0,1,1,True,0,1,1
chr9:105557747-105558314,568,1,1,1,exon,FKTN,ENSG00000106692,0,0,113,0.015104933,0.014991989,98.48950675043444,113.0,4.7361984,1,1,1,True,0,1,1
chr9:105694137-105695302,1166,1,1,1,exon,TMEM38B,ENSG00000095209,0,0,378,0.050528005,0.0492929,94.9471995722497,378.0,5.9375362,1,1,1,True,0,1,1
chr9:107212576-107213836,1261,0,0,0,intergenic,nan,nan,69300,0,443,0.059216682,0.057529654,94.07833177382705,443.0,6.0958247,0,1,0,True,0,1,0
chr9:107251652-107252154,503,0,0,0,intergenic,nan,nan,30982,0,108,0.014436573,0.014333358,98.55634273492848,108.0,4.691348,1,1,0,True,0,0,0
chr9:107282784-107283573,790,1,1,1,exon,RAD23B,ENSG00000119318,0,0,699,0.0934367,0.089325674,90.6563293677316,699.0,6.55108,0,1,0,True,0,1,0
chr9:107389561-107390154,594,0,0,0,intergenic,nan,nan,83018,0,126,0.016842669,0.016702404,98.3157331907499,126.0,4.8441873,1,0,1,True,1,0,1
