peak_id,peak_width,exon,gene,promoter,annotation,gene_name,gene_id,tss_distance,ENCODE_blacklist,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,contains_primed_enhancers,contains_active_enhancers,contains_repressed_enhancers,highly_variable,mean,std,contains_primed_enhancers_2nd_and_3rd_trimester,contains_active_enhancers_2nd_and_3rd_trimester,contains_repressed_enhancers_2nd_and_3rd_trimester
chr7:135661853-135662686,834,1,1,1,exon,C7orf73,ENSG00000243317,0,0,404,0.054003477,0.05259575,94.59965245288063,404.0,6.003887,0,1,1,True,0.3910005860506985,1.2686312475830879,0,1,0
chr7:136688452-136688966,515,0,0,0,intergenic,nan,nan,179702,0,59,0.007886646,0.00785571,99.2113353829702,59.0,4.0943446,0,0,0,True,0.15900718806304748,0.892765180547006,0,0,0
chr7:137940263-137941399,1137,0,1,0,intron,CREB3L2,ENSG00000182158,6372,0,327,0.043710735,0.042782377,95.62892661408902,327.0,5.7930136,0,1,0,True,0.351992016103213,1.2610250938795646,0,1,0
chr7:138001902-138002486,585,1,1,1,exon,AKR1D1,ENSG00000122787,0,0,622,0.083143964,0.07986789,91.68560352893998,622.0,6.4345465,0,0,0,True,0.41020030638852367,1.1513136094152725,0,0,0
chr7:138257290-138258119,830,0,0,0,intergenic,nan,nan,165446,0,384,0.051330037,0.050056066,94.86699639085684,384.0,5.9532433,0,1,0,True,0.32868488922050115,1.0864995428123139,0,0,0
chr7:138343672-138344235,564,0,0,0,intergenic,nan,nan,116098,0,88,0.011763133,0.011694485,98.82368667290469,88.0,4.4886365,0,0,0,True,0.11373317371087713,0.8102053250761723,0,0,0
chr7:138358710-138359411,702,0,0,0,intergenic,nan,nan,100922,0,198,0.02646705,0.026122857,97.35329501403557,198.0,5.293305,0,0,0,True,0.22226496312241503,1.0263594693016567,0,0,0
chr7:138386785-138387326,542,0,0,0,intergenic,nan,nan,73007,0,224,0.029942522,0.029502997,97.00574789466648,224.0,5.4161005,0,0,0,True,0.23332458410964801,0.9953763768208066,0,0,0
chr7:138459848-138461098,1251,1,1,1,exon,TRIM24,ENSG00000122779,0,0,607,0.08113889,0.07801501,91.88611148242214,607.0,6.410175,0,1,0,True,0.4734738399381373,1.2160787969296862,0,1,0
chr7:138668940-138669502,563,0,1,0,intron,SVOPL,ENSG00000157703,4715,0,198,0.02646705,0.026122857,97.35329501403557,198.0,5.293305,1,1,1,True,0.18361086767746543,0.9809593409509813,0,0,0
chr7:138951873-138952257,385,0,1,0,intron,KIAA1549,ENSG00000122778,29060,0,248,0.033150647,0.032613013,96.68493516909504,248.0,5.5174527,0,0,0,True,0.20538542310924093,0.9519879926093026,0,0,0
chr7:139445934-139446780,847,0,0,0,intergenic,nan,nan,29808,0,251,0.033551663,0.033001088,96.64483357839862,251.0,5.529429,0,0,0,True,0.32254038386235623,1.0533887621388949,0,0,0
chr7:139482871-139483884,1014,1,1,1,exon,KLRG2,ENSG00000188883,0,0,273,0.03649245,0.035842367,96.3507552466248,273.0,5.613128,1,0,1,True,0.334400906062385,1.172820906207228,1,0,1
chr7:139503340-139503863,524,0,0,0,intergenic,nan,nan,19627,0,192,0.025665019,0.025341202,97.4334981954284,192.0,5.26269,0,0,0,True,0.23241346319564432,0.9873198364019535,0,0,0
chr7:139541996-139542650,655,1,1,0,exon,CLEC2L,ENSG00000236279,2842,0,175,0.023392595,0.023123182,97.6607405427082,175.0,5.170484,0,0,1,True,0.17152142495959458,0.9227409216416645,0,0,1
chr7:140478691-140479697,1007,1,1,1,exon,MKRN1,ENSG00000133606,0,0,564,0.07539099,0.0726843,92.46090094907098,564.0,6.336826,0,1,0,True,0.42540492122797396,1.1634300295802813,0,1,0
chr7:140610662-140611092,431,0,1,0,intron,DENND2A,ENSG00000146966,4855,0,204,0.027269082,0.026903905,97.2730918326427,204.0,5.32301,0,1,0,True,0.2782218326849299,1.0863622016185928,0,1,0
chr7:140625997-140626821,825,0,1,0,intron,DENND2A,ENSG00000146966,13476,0,528,0.0705788,0.06819943,92.94212003742815,528.0,6.2709885,0,1,0,True,0.47451094997231147,1.283756821682068,0,1,0
chr7:140640661-140641663,1003,1,1,1,exon,DENND2A,ENSG00000146966,0,0,390,0.052132066,0.050818644,94.78679320946397,390.0,5.9687076,0,1,0,True,0.41435640022176595,1.1372679500894574,0,1,0
chr7:143239894-143240841,948,0,0,0,intergenic,nan,nan,3251,0,314,0.041973,0.04111603,95.80270017377356,314.0,5.7525725,0,0,0,True,0.32282909567594814,1.134839399501355,0,0,0
chr7:143263186-143263716,531,1,1,1,exon,GSTK1,ENSG00000197448,0,0,188,0.02513033,0.024819756,97.48696698302366,188.0,5.241747,0,0,0,True,0.17007706248717083,1.0306399413953307,0,0,0
chr7:144384285-144384833,549,0,0,0,intergenic,nan,nan,18151,0,85,0.011362118,0.011298054,98.86378826360112,85.0,4.454347,1,1,0,True,0.1936384685364506,0.9573597884162035,1,1,0
chr7:144833519-144833732,214,0,1,0,intron,TPK1,ENSG00000196511,2266,0,68,0.009089693,0.0090486305,99.0910306108809,68.0,4.2341065,1,0,1,True,0.08786932608186838,0.7857570552079889,0,0,0
chr7:144835199-144836447,1249,1,1,1,exon,TPK1,ENSG00000196511,0,0,576,0.07699505,0.07417481,92.30049458628524,576.0,6.3578424,1,1,0,True,0.3951323893734572,1.1643924108156154,0,1,0
chr7:148398971-148399281,311,0,1,0,intron,CNTNAP2,ENSG00000174469,15466,0,56,0.0074856305,0.0074577522,99.2514369736666,56.0,4.0430512,0,0,0,True,0.13927444704191533,0.8594580581536522,0,0,0
chr7:148727677-148728253,577,0,1,1,promoter,CUL1,ENSG00000055130,1745,0,122,0.01630798,0.016176432,98.36920197834516,122.0,4.8121843,1,1,0,True,0.16326400224204807,0.9361057276574839,0,0,0
chr7:148772502-148773003,502,0,1,0,intron,CUL1,ENSG00000055130,38819,0,102,0.013634541,0.013542427,98.63654591632135,102.0,4.634729,1,1,0,True,0.1835179327480468,0.8934780787223877,0,0,0
chr7:148958854-148959407,554,0,0,0,intergenic,nan,nan,46875,0,250,0.033417992,0.03287175,96.65820077529742,250.0,5.525453,0,1,0,True,0.19309229902536648,0.9675526358166195,0,1,0
chr7:149028180-149029057,878,1,1,1,exon,PDIA4,ENSG00000155660,0,0,681,0.09103061,0.08712277,90.89693891191015,681.0,6.5250297,1,0,0,True,0.4478552279627654,1.1648213519011423,0,0,0
chr7:149056232-149056930,699,0,0,0,intergenic,nan,nan,27590,0,162,0.02165486,0.021423724,97.83451410239272,162.0,5.09375,0,1,0,True,0.2028168254364529,0.9314471741991025,0,1,0
chr7:149090191-149091563,1373,1,1,1,exon,ZNF786,ENSG00000197362,0,0,490,0.06549927,0.06344349,93.45007351958294,490.0,6.196444,0,1,0,True,0.4394049305104807,1.212641363657888,0,1,0
chr7:149125794-149127017,1224,1,1,1,exon,ZNF398,ENSG00000197024,0,0,671,0.08969389,0.08589682,91.03061088089828,671.0,6.510258,0,1,0,True,0.490802172297304,1.261064474209826,0,1,0
chr7:149220375-149220984,610,0,1,0,intron,ZNF282,ENSG00000170265,8066,0,174,0.023258923,0.022992557,97.674107739607,174.0,5.164786,1,1,0,True,0.24430391512388774,1.1222049500693483,1,0,0
chr7:149261433-149262692,1260,1,1,1,exon,ZNF783,ENSG00000204946,0,0,553,0.0739206,0.07131606,92.6079401149579,553.0,6.317165,0,1,1,True,0.34178665118568335,1.0985909107497926,0,1,1
chr7:149497100-149498008,909,1,1,1,exon,ZNF746,ENSG00000181220,0,0,404,0.054003477,0.05259575,94.59965245288063,404.0,6.003887,0,1,0,True,0.35308104329287504,1.1629915919653546,0,1,0
chr7:149559736-149560107,372,0,0,0,intergenic,nan,nan,61918,0,60,0.008020318,0.007988326,99.19796818607138,60.0,4.1108737,1,1,0,True,0.06997806977017797,0.7363493416996474,1,1,0
chr7:149714319-149715100,782,1,1,1,exon,KRBA1,ENSG00000133619,0,0,463,0.06189012,0.060050454,93.81098783585082,463.0,6.1398845,1,0,1,True,0.3623855388639057,1.1669110217091117,0,0,1
chr7:149838059-149839043,985,1,1,1,exon,ZNF862,ENSG00000106479,0,0,634,0.08474803,0.08134773,91.52519716615426,634.0,6.453625,1,1,1,True,0.3359326792856177,1.1267237321028978,1,1,1
chr7:150367927-150369393,1467,1,1,1,exon,ZNF775,ENSG00000196456,0,0,495,0.06616762,0.06407056,93.3832375350889,495.0,6.206576,0,1,1,True,0.4306601677067461,1.2519877413871328,0,1,1
chr7:150421089-150421369,281,0,0,0,intergenic,nan,nan,15799,0,53,0.007084614,0.007059636,99.29153856436304,53.0,3.988984,0,0,0,True,0.056349447754237565,0.6326062557707675,0,0,0
chr7:150840818-150841452,635,0,1,0,intron,AOC1,ENSG00000002726,10556,0,108,0.014436573,0.014333358,98.55634273492848,108.0,4.691348,0,1,0,True,0.24947098138392762,0.955809095475653,0,0,0
chr7:150855814-150856330,517,0,1,1,promoter,AOC1,ENSG00000002726,1602,0,95,0.012698837,0.012618883,98.73011629461304,95.0,4.564348,0,1,0,True,0.22678168245621555,0.9762751181790205,0,0,0
chr7:151027847-151028897,1051,1,1,1,exon,ABCB8,ENSG00000197150,0,0,844,0.11281914,0.106896564,88.71808581740409,844.0,6.7393365,0,1,0,True,0.47773471183454747,1.226444535353842,0,1,0
chr7:151317882-151318366,485,0,0,0,intergenic,nan,nan,23332,0,63,0.008421334,0.008386073,99.15786659537495,63.0,4.158883,1,0,0,True,0.16341064232249886,0.8295015505612281,0,0,0
chr7:151341281-151342044,764,1,1,1,exon,NUB1,ENSG00000013374,0,0,432,0.05774629,0.056140505,94.22537093971394,432.0,6.070738,0,1,0,True,0.36384624451291,1.1943760603300535,0,1,0
chr7:151519785-151520305,521,1,1,1,exon,RHEB,ENSG00000106615,0,0,456,0.060954418,0.059168898,93.9045582141425,456.0,6.1246834,1,0,1,True,0.382865802945504,1.1936806483377504,0,0,1
chr7:151566878-151567296,419,0,1,0,intron,PRKAG2,ENSG00000106617,2563,0,182,0.024328299,0.02403708,97.56717016441652,182.0,5.209486,0,0,0,True,0.22007806137186195,0.9330041069978202,0,0,0
chr7:151651056-151651886,831,0,1,0,intron,PRKAG2,ENSG00000106617,17890,0,422,0.05640957,0.054875962,94.35904290870204,422.0,6.0473723,0,1,0,True,0.31508586547630685,1.1699383274729418,0,1,0
chr7:151683158-151683610,453,0,1,0,intron,PRKAG2,ENSG00000106617,49992,0,333,0.044512767,0.043550525,95.54872343269616,333.0,5.811141,0,0,0,True,0.2613772235819744,1.009978873469175,0,0,0
chr7:151683877-151684149,273,0,1,0,intron,PRKAG2,ENSG00000106617,50711,0,316,0.042240344,0.041372575,95.77596577997592,316.0,5.7589016,0,1,0,True,0.2462376774579682,0.9339334992216854,0,1,0
chr7:151684331-151684828,498,0,1,0,intron,PRKAG2,ENSG00000106617,51165,0,436,0.05828098,0.056645874,94.1719021521187,436.0,6.079933,0,1,0,True,0.3753383983605158,1.1353992504318935,0,1,0
chr7:151727569-151728177,609,0,1,0,intron,PRKAG2,ENSG00000106617,8000,0,293,0.039165888,0.03841836,96.08341130864858,293.0,5.68358,0,1,0,True,0.2994288649001081,1.0574504250966184,0,1,0
chr7:151753895-151754620,726,0,1,0,intron,PRKAG2,ENSG00000106617,17580,0,350,0.04678519,0.045723744,95.3214810854164,350.0,5.8607864,0,1,0,True,0.3051775701083378,1.0687895297634258,0,0,0
chr7:152234525-152234741,217,0,1,0,intron,KMT2C,ENSG00000055609,4327,0,40,0.005346879,0.0053326352,99.4653121240476,40.0,3.713572,0,1,0,True,0.05488224541465106,0.5770271680183007,0,0,0
chr7:152435791-152436957,1167,1,1,1,exon,KMT2C,ENSG00000055609,0,0,770,0.10292742,0.09796793,89.70725838791606,770.0,6.6476884,0,0,0,True,0.536295216678854,1.2795924629630588,0,0,0
chr7:152463323-152464626,1304,0,0,0,intergenic,nan,nan,27317,0,1065,0.14236064,0.13309686,85.76393530276701,1065.0,6.9716687,0,1,0,True,0.6310549377676086,1.2277766678409912,0,1,0
chr7:152638114-152638534,421,0,0,0,intergenic,nan,nan,25469,0,164,0.021922203,0.021685366,97.8077797085951,164.0,5.1059456,0,0,0,True,0.2455063976338459,0.9784410236662752,0,0,0
chr7:152638791-152639310,520,0,0,0,intergenic,nan,nan,24693,0,123,0.016441653,0.016307952,98.35583478144632,123.0,4.8202815,0,0,0,True,0.2806181161337509,1.081507280725521,0,0,0
chr7:152664519-152665035,517,0,1,1,promoter,XRCC2,ENSG00000196584,514,0,372,0.049725972,0.04852915,95.02740275364256,372.0,5.9215784,0,1,0,True,0.3158457806947292,1.171569175056458,0,1,0
chr7:152675967-152676408,442,1,1,1,exon,XRCC2,ENSG00000196584,0,0,393,0.052533083,0.05119972,94.74669161876754,393.0,5.976351,0,1,0,True,0.34254210418038544,1.140849171479771,0,1,0
chr7:154928051-154929515,1465,0,0,0,intergenic,nan,nan,33179,0,427,0.05707793,0.05550843,94.292206924208,427.0,6.059123,0,1,0,True,0.35108584129623394,1.135633400513046,0,1,0
chr7:155002631-155003931,1301,1,1,1,exon,PAXIP1,ENSG00000157212,0,0,527,0.07044513,0.06807457,92.95548723432697,527.0,6.2690964,0,1,0,True,0.3653962008196712,1.1186932445708384,0,1,0
chr7:155104828-155105243,416,0,0,0,intergenic,nan,nan,27689,0,104,0.013901885,0.01380614,98.60981152252371,104.0,4.65396,0,0,0,True,0.22224211908508412,1.0706117111901308,0,0,0
chr7:155166650-155167256,607,0,0,0,intergenic,nan,nan,89511,0,208,0.02780377,0.027424263,97.21962304504746,208.0,5.3423343,0,0,1,True,0.2648493927264242,0.987293336254558,0,0,1
chr7:155227899-155228841,943,0,0,0,intergenic,nan,nan,68934,0,458,0.061221763,0.05942085,93.87782382034489,458.0,6.1290503,0,1,0,True,0.34134934377037573,1.0853577485112234,0,1,0
chr7:155291026-155291374,349,0,0,0,intergenic,nan,nan,6401,0,157,0.0209865,0.020769317,97.90135008688678,157.0,5.062595,1,0,1,True,0.18221374328806547,1.010827931553316,0,0,1
chr7:155296823-155297999,1177,1,1,1,exon,INSIG1,ENSG00000186480,0,0,872,0.11656196,0.11025428,88.34380430423741,872.0,6.7719355,0,1,0,True,0.5520492583621109,1.2584761335328079,0,1,0
chr7:155304971-155305637,667,0,1,0,intron,INSIG1,ENSG00000186480,3363,0,274,0.03662612,0.035971325,96.33738804972596,274.0,5.616771,0,1,0,True,0.23235158882900372,1.0407027780322613,0,0,0
chr7:155316109-155317427,1319,0,0,0,intergenic,nan,nan,14501,0,574,0.07672771,0.073926546,92.32722898008288,574.0,6.35437,0,1,0,True,0.4271651992464238,1.2270393514348166,0,1,0
chr7:155322512-155322891,380,0,0,0,intergenic,nan,nan,20904,0,78,0.010426413,0.010372433,98.9573586418928,78.0,4.3694477,0,1,1,True,0.1562188172081555,0.8679859160511327,0,0,1
chr7:155333373-155334115,743,0,0,0,intergenic,nan,nan,24063,0,372,0.049725972,0.04852915,95.02740275364256,372.0,5.9215784,1,1,1,True,0.366006461932662,1.0927364747069863,1,1,0
chr7:156640293-156641247,955,1,1,1,exon,RNF32,ENSG00000105982,0,0,234,0.03127924,0.030800013,96.87207592567836,234.0,5.4595857,0,0,0,True,0.3403533623790856,1.1125258502997013,0,0,0
chr7:156892234-156893657,1424,1,1,1,exon,LMBR1,ENSG00000105983,0,0,612,0.08180725,0.07863302,91.81927549792807,612.0,6.418365,0,0,0,True,0.4293309858538417,1.2504621169183163,0,0,0
chr7:157138360-157139465,1106,1,1,1,exon,UBE3C,ENSG00000009335,0,0,483,0.06456356,0.06256491,93.54364389787462,483.0,6.182085,0,1,0,True,0.42056075985957975,1.2115186306856438,0,1,0
chr7:157308977-157309554,578,0,0,0,intergenic,nan,nan,25826,0,344,0.045983158,0.044957265,95.40168426680926,344.0,5.8435445,0,1,0,True,0.3262578723514037,1.1383046263001888,0,1,0
chr7:157336587-157337585,999,1,1,1,exon,DNAJB6,ENSG00000105993,0,0,499,0.06670231,0.06457194,93.32976874749365,499.0,6.214608,0,1,0,True,0.39385257914788185,1.2272140777987661,0,1,0
chr7:157404842-157405497,656,0,1,0,intron,DNAJB6,ENSG00000105993,23020,0,462,0.06175645,0.059924565,93.82435503274962,462.0,6.1377273,1,1,0,True,0.38606156543598247,1.164598208973863,1,1,0
chr7:158523225-158523621,397,0,1,0,intron,PTPRN2,ENSG00000155093,64057,0,20,0.0026734394,0.0026698723,99.7326560620238,20.0,3.0445225,0,0,0,True,0.09326754375591209,0.8600269759589755,0,0,0
chr7:158568950-158569399,450,0,1,0,intron,PTPRN2,ENSG00000155093,18279,0,91,0.012164149,0.01209076,98.78358508220826,91.0,4.5217886,1,0,1,True,0.2247974846705309,1.054571755850845,1,0,1
chr7:158704379-158705656,1278,1,1,1,exon,NCAPG2,ENSG00000146918,0,0,526,0.07031146,0.06794969,92.96885443122578,526.0,6.2672005,0,1,0,True,0.4016916078882712,1.0802764244759933,0,1,0
chr7:158802255-158803528,1274,0,1,0,intron,ESYT2,ENSG00000117868,24112,0,393,0.052533083,0.05119972,94.74669161876754,393.0,5.976351,0,1,0,True,0.3130603659138605,1.1668244505524412,0,1,0
chr7:158818301-158819011,711,0,1,0,intron,ESYT2,ENSG00000117868,8629,0,524,0.070044115,0.06769988,92.9955888250234,524.0,6.263398,0,1,0,True,0.3843867452354569,1.1859199459792773,0,1,0
chr7:158863132-158863778,647,0,1,0,intron,WDR60,ENSG00000126870,5667,0,132,0.0176447,0.01749084,98.23553000935703,132.0,4.890349,0,0,0,True,0.18202818748602964,0.9894197541731409,0,0,0
chr7:158863974-158864407,434,0,1,0,intron,WDR60,ENSG00000126870,5038,0,195,0.026066033,0.025732104,97.393396604732,195.0,5.278115,0,1,0,True,0.3131352977959756,1.1675603136362132,0,1,0
chr7:159236964-159237441,478,0,0,0,intergenic,nan,nan,92006,0,125,0.016708996,0.016570937,98.32910038764872,125.0,4.836282,1,1,1,True,0.3102516831764985,1.108966304991986,1,0,1
chr8:406517-407191,675,1,1,1,exon,FBXO25,ENSG00000147364,0,0,205,0.027402753,0.027034018,97.25972463574388,205.0,5.327876,0,0,0,True,0.20058195625484637,1.0473484175031393,0,0,0
chr8:544507-545688,1182,1,1,1,exon,TDRP,ENSG00000180190,0,0,588,0.07859912,0.07566309,92.14008822349952,588.0,6.378426,0,0,0,True,0.4097940562286193,1.1705437725895151,0,0,0
chr8:613429-614301,873,0,0,0,intergenic,nan,nan,26330,0,423,0.056543242,0.05500249,94.34567571180324,423.0,6.0497336,0,1,0,True,0.417392496033083,1.1632565583274845,0,0,0
chr8:630844-631522,679,0,1,0,intron,ERICH1,ENSG00000104714,9109,0,515,0.06884106,0.066574946,93.11589359711267,515.0,6.2461066,0,1,0,True,0.3430676385490684,1.178124633567869,0,1,0
chr8:730617-731544,928,1,1,1,exon,ERICH1,ENSG00000104714,0,0,330,0.04411175,0.043166526,95.5888250233926,330.0,5.8021183,0,0,1,True,0.34317406771122616,1.1952070549644092,0,0,1
chr8:1763024-1763372,349,0,1,1,promoter,RP11-439C15.6,ENSG00000283239,331,0,173,0.02312525,0.022861913,97.6874749365058,173.0,5.159055,0,0,0,True,0.16080608730293156,0.9234588942685422,0,0,0
chr8:1763586-1764617,1032,1,1,1,exon,RP11-439C15.6,ENSG00000283239,0,0,567,0.07579201,0.073057145,92.42079935837457,567.0,6.3421216,0,1,0,True,0.42796695649408173,1.242667229290562,0,1,0
chr8:1800539-1800902,364,1,1,1,exon,RP11-439C15.6,ENSG00000283239,222,0,31,0.004143831,0.0041352687,99.58561689613688,31.0,3.465736,0,0,0,True,0.05514540948396138,0.6142498643424015,0,0,0
chr8:1823214-1824009,796,1,1,1,exon,ARHGEF10,ENSG00000104728,0,0,154,0.020585483,0.020376466,97.94145167758322,154.0,5.043425,1,1,0,True,0.33108290573368604,1.113141799813062,1,0,0
chr8:6510526-6511024,499,0,1,0,intron,ANGPT2,ENSG00000091879,33166,0,130,0.017377356,0.017228097,98.26226440315466,130.0,4.8751974,0,0,0,True,0.19653200901891987,1.068585513673857,0,0,0
chr8:6707754-6709189,1436,1,1,1,exon,AGPAT5,ENSG00000155189,0,0,777,0.10386312,0.098815955,89.61368800962438,777.0,6.6567264,1,1,1,True,0.42978824320978365,1.2174487899429416,1,1,1
chr8:8227582-8228714,1133,0,0,0,intergenic,nan,nan,153032,0,435,0.058147307,0.056519557,94.1852693490175,435.0,6.0776424,0,0,0,True,0.3438861385904549,1.0880147946274714,0,0,0
chr8:8385929-8387338,1410,1,1,1,exon,SGK223,ENSG00000275342,0,0,399,0.053335115,0.05196143,94.66648843737468,399.0,5.9914646,0,1,0,True,0.36563134667956787,1.174920824617954,0,1,0
chr8:9012991-9013728,738,0,1,0,intron,ERI1,ENSG00000104626,1327,0,354,0.047319878,0.046234403,95.26801229782114,354.0,5.872118,0,1,0,True,0.2206743508397598,1.095332299418303,0,1,0
chr8:9040356-9041185,830,0,1,0,intron,ERI1,ENSG00000104626,8632,0,275,0.03675979,0.036100265,96.32402085282716,275.0,5.620401,0,1,1,True,0.30938386083080627,1.0696477135742741,0,1,1
chr8:9074753-9075285,533,0,1,0,intron,ERI1,ENSG00000104626,24934,0,403,0.053869803,0.052468915,94.61301964977945,403.0,6.001415,0,0,0,True,0.3502332844981526,1.202444033877793,0,0,0
chr8:9088410-9089074,665,1,1,0,exon,ERI1,ENSG00000104626,38591,0,418,0.055874884,0.054369695,94.41251169629729,418.0,6.037871,0,0,0,True,0.36349551812874825,1.1721973621647104,0,0,0
chr8:9133869-9134553,685,0,0,0,intergenic,nan,nan,16142,0,337,0.045047455,0.044062294,95.49525464510091,337.0,5.8230457,0,1,0,True,0.322008617824467,1.150035690653461,0,0,0
chr8:9147678-9148098,421,0,1,0,intron,PPP1R3B,ENSG00000173281,2597,0,326,0.04357706,0.04265429,95.64229381098784,326.0,5.7899604,0,1,0,True,0.3448866085206643,1.1985355211814706,0,0,0
chr8:9150431-9151205,775,1,1,1,exon,PPP1R3B,ENSG00000173281,0,0,528,0.0705788,0.06819943,92.94212003742815,528.0,6.2709885,0,0,0,True,0.38372818537874304,1.1330126746562743,0,0,0
chr8:9569005-9569317,313,0,1,0,intron,TNKS,ENSG00000173273,2744,0,85,0.011362118,0.011298054,98.86378826360112,85.0,4.454347,0,0,0,True,0.16941313519265022,0.9473632414456646,0,0,0
chr8:10547782-10548361,580,0,1,1,promoter,PRSS55,ENSG00000184647,196,0,93,0.012431493,0.012354856,98.75685068841064,93.0,4.543295,0,0,1,True,0.12978019645331995,0.9715245804810491,0,0,1
chr8:11769279-11770059,781,1,1,1,exon,NEIL2,ENSG00000154328,0,0,294,0.03929956,0.038546987,96.07004411174977,294.0,5.6869755,0,0,0,True,0.2737842559526855,1.1337974389519254,0,0,0
chr8:11802127-11803429,1303,1,1,1,exon,FDFT1,ENSG00000079459,0,0,797,0.10653656,0.10123492,89.34634407164818,797.0,6.6821084,0,1,0,True,0.5227111336405516,1.3181088384607946,0,1,0
chr8:11867560-11868575,1016,1,1,1,exon,CTSB,ENSG00000164733,0,0,431,0.05761262,0.056014124,94.23873813661277,431.0,6.0684257,0,1,0,True,0.35697839444163915,1.208777061670463,0,1,0
chr8:11877021-11878018,998,0,0,0,intergenic,nan,nan,7572,0,327,0.043710735,0.042782377,95.62892661408902,327.0,5.7930136,1,1,0,True,0.3061712189376426,1.1207961169610527,0,1,0
chr8:17665519-17665949,431,0,1,0,intron,MTUS1,ENSG00000129422,9314,0,129,0.017243683,0.017096698,98.27563160005349,129.0,4.8675346,1,1,1,True,0.25042351178007044,1.0291655407441442,1,1,1
chr8:17800855-17801708,854,1,1,1,exon,MTUS1,ENSG00000129422,0,0,704,0.094105065,0.08993673,90.58949338323754,704.0,6.558198,0,1,0,True,0.3675086908087368,1.2890140175588454,0,1,0
chr8:17922388-17923721,1334,1,1,1,exon,PCM1,ENSG00000078674,0,0,639,0.08541639,0.08196368,91.4583611816602,639.0,6.461468,0,1,0,True,0.43606853211889507,1.2044836515215593,0,1,0
chr8:19013455-19014645,1191,1,1,1,exon,PSD3,ENSG00000156011,0,0,356,0.04758722,0.046489634,95.24127790402352,356.0,5.8777356,0,1,0,True,0.35433227334292866,1.1769512262488095,0,1,0
chr8:19286407-19287292,886,0,0,0,intergenic,nan,nan,26324,0,353,0.047186203,0.04610676,95.28137949471996,353.0,5.869297,0,1,0,True,0.3227705468027094,1.0818385932822316,0,0,0
chr8:19421037-19422152,1116,0,1,0,intron,CSGALNACT1,ENSG00000147408,57227,0,286,0.038230184,0.037517518,96.17698168694024,286.0,5.659482,0,1,0,True,0.3191756329289104,1.1074416415944943,0,0,0
chr8:19661146-19661605,460,0,1,0,intron,CSGALNACT1,ENSG00000147408,19123,0,360,0.04812191,0.046999905,95.18780911642828,360.0,5.888878,0,0,1,True,0.3398971185178032,1.1182542448142354,0,0,0
chr8:19678287-19678953,667,0,1,0,intron,CSGALNACT1,ENSG00000147408,3629,0,272,0.036358774,0.03571339,96.3641224435236,272.0,5.609472,0,0,0,True,0.2945100864253947,1.0794750893996947,0,0,0
chr8:19757760-19758396,637,1,1,1,exon,CSGALNACT1,ENSG00000147408,0,0,347,0.046384174,0.04534058,95.36158267611282,347.0,5.8522024,1,0,1,True,0.30027287587325735,1.0813083634943863,1,0,1
chr8:19816977-19817987,1011,1,1,1,exon,INTS10,ENSG00000104613,0,0,558,0.07458896,0.071938224,92.54110413046384,558.0,6.3261495,0,1,0,True,0.396693086163989,1.209228794544477,0,1,0
chr8:20083831-20084577,747,0,0,0,intergenic,nan,nan,66418,0,329,0.043978076,0.04303849,95.6021922202914,329.0,5.799093,0,1,0,True,0.29635184938571135,1.10431305949098,0,0,0
chr8:20115357-20115841,485,0,0,0,intergenic,nan,nan,35154,0,141,0.018847747,0.018672328,98.11522523726777,141.0,4.955827,0,0,0,True,0.3088606761361779,1.0890811194714993,0,0,0
chr8:20203243-20203523,281,0,1,0,intron,ATP6V1B2,ENSG00000147416,5803,0,124,0.016575323,0.016439453,98.34246758454752,124.0,4.828314,0,1,0,True,0.17554521158032022,0.9239291683831774,0,0,0
chr8:21067466-21068492,1027,0,0,0,intergenic,nan,nan,719666,0,294,0.03929956,0.038546987,96.07004411174977,294.0,5.6869755,0,1,0,True,0.31256646255819875,1.1288658086196532,0,1,0
chr8:21908961-21909797,837,1,1,0,exon,DOK2,ENSG00000147443,1277,0,332,0.044379093,0.04342254,95.56209062959498,332.0,5.8081427,0,1,0,True,0.3084458114154664,1.0060334863166387,0,1,0
chr8:22108684-22109860,1177,1,1,1,exon,NUDT18,ENSG00000275074,0,0,763,0.10199171,0.09711919,89.80082876620773,763.0,6.638568,0,1,0,True,0.5184210244076387,1.2335167428694007,0,1,0
chr8:22176373-22177466,1094,1,1,0,exon,BMP1,ENSG00000168487,2230,0,834,0.11148242,0.10569464,88.8517577863922,834.0,6.727432,0,1,0,True,0.39841981316648145,1.2097416094411126,0,1,0
chr8:22219477-22220051,575,1,1,0,exon,PHYHIP,ENSG00000168490,7641,0,329,0.043978076,0.04303849,95.6021922202914,329.0,5.799093,0,1,0,True,0.28662190448820807,1.2243657852852663,0,1,0
chr8:22244482-22245456,975,1,1,1,exon,POLR3D,ENSG00000168495,0,0,807,0.107873276,0.10244221,89.21267210266008,807.0,6.694562,0,1,0,True,0.505150521477399,1.191468179053019,0,1,0
chr8:22382652-22383452,801,0,1,0,intron,SLC39A14,ENSG00000104635,9377,0,243,0.03248229,0.031965893,96.75177115358908,243.0,5.497168,0,1,1,True,0.289250738370548,1.119283676728295,0,0,0
