uniprot	Entry	gene_name
Q16612	NREP_HUMAN	NREP
Q8WWG1	NRG4_HUMAN	NRG4
Q9BQI9	NRIP2_HUMAN	NRIP2
Q9NWW6	NRK1_HUMAN	NMRK1
Q9NPI5	NRK2_HUMAN	NMRK2
Q496H8	NRN1L_HUMAN	NRN1L
Q8IZ57	NRSN1_HUMAN	NRSN1
P58400	NRX1B_HUMAN	NRXN1
Q9Y4C0	NRX3A_HUMAN	NRXN3
Q9UH64	NSGX_HUMAN	CDKN2A-AS1
Q8NFH4	NUP37_HUMAN	NUP37
P37198	NUP62_HUMAN	NUP62
Q149M9	NWD1_HUMAN	NWD1
Q9GZY0	NXF2_HUMAN	NXF2
Q8IWE2	NXP20_HUMAN	FAM114A1
Q9UKK6	NXT1_HUMAN	NXT1
Q9P2P1	NYNRI_HUMAN	NYNRIN
P0C7T3	O56A5_HUMAN	OR56A5
Q9NZP5	O5AC2_HUMAN	OR5AC2
P0C617	O5AL1_HUMAN	OR5AL1
Q8NGP9	O5AR1_HUMAN	OR5AR1
Q8NGC0	O5AU1_HUMAN	OR5AU1
A6NDH6	O5H15_HUMAN	OR5H15
A6NIJ9	O6C70_HUMAN	OR6C70
A6NM76	O6C76_HUMAN	OR6C76
Q86UD1	OAF_HUMAN	OAF
Q9Y6K5	OAS3_HUMAN	OAS3
Q15646	OASL_HUMAN	OASL
O95190	OAZ2_HUMAN	OAZ2
Q56VL3	OCAD2_HUMAN	OCIAD2
Q14990	ODFP1_HUMAN	ODF1
P10515	ODP2_HUMAN	DLAT
Q6N063	OGFD2_HUMAN	OGFOD2
O15527	OGG1_HUMAN	OGG1
Q15743	OGR1_HUMAN	GPR68
P41143	OPRD_HUMAN	OPRD1
Q9UBM4	OPT_HUMAN	OPTC
P34982	OR1D2_HUMAN	OR1D2
Q8WZA6	OR1E3_HUMAN	OR1E3
Q96R84	OR1F2_HUMAN	OR1F2P
P47890	OR1G1_HUMAN	OR1G1
Q8NGS3	OR1J1_HUMAN	OR1J1
Q8NGS1	OR1J4_HUMAN	OR1J4
Q96R48	OR2A5_HUMAN	OR2A5
Q9GZK3	OR2B2_HUMAN	OR2B2
P59922	OR2B8_HUMAN	OR2B8P
O95371	OR2C1_HUMAN	OR2C1
Q8NGH3	OR2D3_HUMAN	OR2D3
O95006	OR2F2_HUMAN	OR2F2
Q8NGU4	OR2I1_HUMAN	OR2I1P
Q9NQN1	OR2S1_HUMAN	OR2S2
Q6IEZ7	OR2T5_HUMAN	OR2T5
A6NH00	OR2T8_HUMAN	OR2T8
Q96R30	OR2V2_HUMAN	OR2V2
A6NFC9	OR2W5_HUMAN	OR2W5
Q8NGV0	OR2Y1_HUMAN	OR2Y1
P47883	OR3A4_HUMAN	OR3A4P
Q8NH83	OR4A5_HUMAN	OR4A5
Q8NGL9	OR4CG_HUMAN	OR4C16
P58180	OR4D2_HUMAN	OR4D2
Q8NGE8	OR4D9_HUMAN	OR4D9
P0C645	OR4E1_HUMAN	OR4E1
Q6IEY1	OR4F3_HUMAN	OR4F3;
Q96R72	OR4K3_HUMAN	OR4K3
Q8NGF9	OR4X2_HUMAN	OR4X2
Q8NGI9	OR5A2_HUMAN	OR5A2
Q8NH48	OR5B3_HUMAN	OR5B3
Q8NGF7	OR5BH_HUMAN	OR5B17
Q8NGR4	OR5C1_HUMAN	OR5C1
Q8NGL3	OR5DE_HUMAN	OR5D14
Q8NGL1	OR5DI_HUMAN	OR5D18
P0C626	OR5G3_HUMAN	OR5G3
A6NKK0	OR5H1_HUMAN	OR5H1
Q8NGV6	OR5H6_HUMAN	OR5H6
Q13606	OR5I1_HUMAN	OR5I1
Q8NHB8	OR5K2_HUMAN	OR5K2
Q8NGL2	OR5L1_HUMAN	OR5L1
Q8NGP8	OR5M1_HUMAN	OR5M1
Q8NGP6	OR5M8_HUMAN	OR5M8
Q6IEU7	OR5MA_HUMAN	OR5M10
Q8WZ94	OR5P3_HUMAN	OR5P3
Q8NGG3	OR5T3_HUMAN	OR5T3
Q8NH69	OR5W2_HUMAN	OR5W2
O95222	OR6A2_HUMAN	OR6A2
Q6IFH4	OR6B2_HUMAN	OR6B2
Q9NZP0	OR6C3_HUMAN	OR6C3
Q8NGZ6	OR6F1_HUMAN	OR6F1
Q8NGY2	OR6K2_HUMAN	OR6K2
Q8NGM8	OR6M1_HUMAN	OR6M1
Q8NGY6	OR6N2_HUMAN	OR6N2
Q8NH40	OR6S1_HUMAN	OR6S1
Q8NGN1	OR6T1_HUMAN	OR6T1
Q8NGX8	OR6Y1_HUMAN	OR6Y1
Q8NGA2	OR7A2_HUMAN	OR7A2P
O76100	OR7AA_HUMAN	OR7A10
O60412	OR7C2_HUMAN	OR7C2
Q8NG98	OR7D4_HUMAN	OR7D4
Q8NG99	OR7G2_HUMAN	OR7G2
Q96RD0	OR8B2_HUMAN	OR8B2
Q96RC9	OR8B4_HUMAN	OR8B4
Q8WZ84	OR8D1_HUMAN	OR8D1
Q8NGM9	OR8D4_HUMAN	OR8D4
Q8NG78	OR8G5_HUMAN	OR8G5
Q8N146	OR8H3_HUMAN	OR8H3
Q8NGP2	OR8J1_HUMAN	OR8J1
P0C7N1	OR8U8_HUMAN	OR8U8
Q8NGT5	OR9A2_HUMAN	OR9A2
Q8NGQ1	OR9G4_HUMAN	OR9G4
Q8NGE7	OR9K2_HUMAN	OR9K2
Q8NGE9	OR9Q2_HUMAN	OR9Q2
Q8WV07	ORAV1_HUMAN	ORAOV1
Q13416	ORC2_HUMAN	ORC2
Q9UBD5	ORC3_HUMAN	ORC3
O43929	ORC4_HUMAN	ORC4
O43913	ORC5_HUMAN	ORC5
Q9Y5N6	ORC6_HUMAN	ORC6
P29475	NOS1_HUMAN	NOS1
P35228	NOS2_HUMAN	NOS2
Q9NPH5	NOX4_HUMAN	NOX4
Q96PH1	NOX5_HUMAN	NOX5
Q8NFA2	NOXO1_HUMAN	NOXO1
P55209	NP1L1_HUMAN	NAP1L1
Q99457	NP1L3_HUMAN	NAP1L3
Q9NZP6	NPAP1_HUMAN	NPAP1
Q99742	NPAS1_HUMAN	NPAS1
Q99743	NPAS2_HUMAN	NPAS2
O60500	NPHN_HUMAN	NPHS1
E9PKD4	NPIA5_HUMAN	NPIPA5
E9PQR5	NPIB8_HUMAN	NPIPB8
Q8TAT6	NPL4_HUMAN	NPLOC4
Q6UXI9	NPNT_HUMAN	NPNT
Q9BS92	NPS3B_HUMAN	NIPSNAP3B
Q8N130	NPT2C_HUMAN	SLC34A3
O00624	NPT3_HUMAN	SLC17A2
O00476	NPT4_HUMAN	SLC17A3
Q8N729	NPW_HUMAN	NPW
Q14995	NR1D2_HUMAN	NR1D2
Q96RI1	NR1H4_HUMAN	NR1H4
P10588	NR2F6_HUMAN	NR2F6
P22736	NR4A1_HUMAN	NR4A1
Q92570	NR4A3_HUMAN	NR4A3
Q15406	NR6A1_HUMAN	NR6A1
P49281	NRAM2_HUMAN	SLC11A2
Q02297	NRG1_HUMAN	NRG1
Q8IXM6	NRM_HUMAN	NRM
Q9NPD7	NRN1_HUMAN	NRN1
Q9P2S2	NRX2A_HUMAN	NRXN2
P58401	NRX2B_HUMAN	NRXN2
Q9HDB5	NRX3B_HUMAN	NRXN3
O95478	NSA2_HUMAN	NSA2
Q96L73	NSD1_HUMAN	NSD1
Q96MF7	NSE2_HUMAN	NSMCE2
Q9Y328	NSG2_HUMAN	NSG2
P27986	P85A_HUMAN	PIK3R1
O60829	PAGE4_HUMAN	PAGE4
O14832	PAHX_HUMAN	PHYH
P05121	PAI1_HUMAN	SERPINE1
Q13177	PAK2_HUMAN	PAK2
P0DN26	PAL4F_HUMAN	PPIAL4F
A6NDB9	PALM3_HUMAN	PALM3
O75781	PALM_HUMAN	PALM
Q504Q3	PAN2_HUMAN	PAN2
Q8TE04	PANK1_HUMAN	PANK1
Q9NVV4	PAPD1_HUMAN	MTPAP
Q5XG87	PAPD7_HUMAN	PAPD7
Q9NRJ5	PAPOB_HUMAN	PAPOLB
O43252	PAPS1_HUMAN	PAPSS1
Q86V24	PAQR2_HUMAN	ADIPOR2
Q6TCH4	PAQR6_HUMAN	PAQR6
Q6ZVX9	PAQR9_HUMAN	PAQR9
Q8IY49	PAQRA_HUMAN	MMD2
Q53GL7	PAR10_HUMAN	PARP10
Q96RG2	PASK_HUMAN	PASK
P26367	PAX6_HUMAN	PAX6
Q9GZY1	PBOV1_HUMAN	PBOV1
P40424	PBX1_HUMAN	PBX1
Q9BZA7	PC11X_HUMAN	PCDH11X
Q9BZA8	PC11Y_HUMAN	PCDH11Y
P57723	PCBP4_HUMAN	PCBP4
Q9UHG2	PCSK1_HUMAN	PCSK1N
P29122	PCSK6_HUMAN	PCSK6
Q99447	PCY2_HUMAN	PCYT2
Q8NBM8	PCYXL_HUMAN	PCYOX1L
Q8N4E4	PDCL2_HUMAN	PDCL2
Q9H2J4	PDCL3_HUMAN	PDCL3
Q9HCR9	PDE11_HUMAN	PDE11A
Q6L8Q7	PDE12_HUMAN	PDE12
P27815	PDE4A_HUMAN	PDE4A
P16499	PDE6A_HUMAN	PDE6A
P51160	PDE6C_HUMAN	PDE6C
Q13946	PDE7A_HUMAN	PDE7A
O76083	PDE9A_HUMAN	PDE9A
Q15084	PDIA6_HUMAN	PDIA6
Q9NR12	PDLI7_HUMAN	PDLIM7
Q8WWR9	PDPFL_HUMAN	PPDPFL
Q16625	OCLN_HUMAN	OCLN
Q8IXM7	OD3L1_HUMAN	ODF3L1
P21953	ODBB_HUMAN	BCKDHB
Q9BQT8	ODC_HUMAN	SLC25A21
Q2M2E3	ODFP4_HUMAN	ODF4
P29803	ODPAT_HUMAN	PDHA2
O75665	OFD1_HUMAN	OFD1
Q9H488	OFUT1_HUMAN	POFUT1
Q8WWZ8	OIT3_HUMAN	OIT3
A8MZH6	OOSP1_HUMAN	OOSP1
P39656	OST48_HUMAN	DDOST
P02818	OSTCN_HUMAN	BGLAP
Q9NRP0	OSTC_HUMAN	OSTC
Q86WC4	OSTM1_HUMAN	OSTM1
Q8WZ82	OVCA2_HUMAN	OVCA2
O14753	OVOL1_HUMAN	OVOL1
Q9BRP0	OVOL2_HUMAN	OVOL2
P83859	OX26_HUMAN	QRFP
P41217	OX2G_HUMAN	CD200
Q15070	OXA1L_HUMAN	OXA1L
P14920	OXDA_HUMAN	DAO
Q5BKU9	OXLD1_HUMAN	OXLD1
P30559	OXYR_HUMAN	OXTR
A6NF01	P121B_HUMAN	POM121B
A8CG34	P121C_HUMAN	POM121C
Q3SYA9	P12L1_HUMAN	POM121L1P
Q8N7R1	P1L12_HUMAN	POM121L12
Q8IYS1	P20D2_HUMAN	PM20D2
A8MW92	P20L1_HUMAN	PHF20L1
Q5VU65	P210L_HUMAN	NUP210L
Q9Y5P8	P2R3B_HUMAN	PPP2R3B
P51582	P2RY4_HUMAN	P2RY4
O00398	P2Y10_HUMAN	P2RY10
Q6ZMV5	P4R3C_HUMAN	PPP4R3C
P04637	P53_HUMAN	TP53
Q9UKS6	PACN3_HUMAN	PACSIN3
P09466	PAEP_HUMAN	PAEP
Q8NCC3	PAG15_HUMAN	PLA2G15
Q7Z2X7	PAGE2_HUMAN	PAGE2
P01298	PAHO_HUMAN	PPY
Q9BPZ3	PAIP2_HUMAN	PAIP2
Q8IXS6	PALM2_HUMAN	PALM2
Q6U736	OPN5_HUMAN	OPN5
Q9BXW6	OSBL1_HUMAN	OSBPL1A
Q9H4L5	OSBL3_HUMAN	OSBPL3
Q8IYS5	OSCAR_HUMAN	OSCAR
Q9NPF4	OSGEP_HUMAN	OSGEP
Q9UJX0	OSGI1_HUMAN	OSGIN1
Q8TAX0	OSR1_HUMAN	OSR1
P00480	OTC_HUMAN	OTC
Q7RTW8	OTOAN_HUMAN	OTOA
A6NHN0	OTOL1_HUMAN	OTOL1
Q7RTS6	OTOP2_HUMAN	OTOP2
Q7RTS5	OTOP3_HUMAN	OTOP3
Q5VV17	OTUD1_HUMAN	OTUD1
Q01804	OTUD4_HUMAN	OTUD4
P32242	OTX1_HUMAN	OTX1
O43614	OX2R_HUMAN	HCRTR2
Q96P68	OXGR1_HUMAN	OXGR1
Q96RQ9	OXLA_HUMAN	IL4I1
P32322	P5CR1_HUMAN	PYCR1
Q9H3D4	P63_HUMAN	TP63
O00459	P85B_HUMAN	PIK3R2
P0C869	PA24B_HUMAN	PLA2G4B
Q3MJ16	PA24E_HUMAN	PLA2G4E
Q68DD2	PA24F_HUMAN	PLA2G4F
Q9BZM2	PA2GF_HUMAN	PLA2G2F
Q9BRP4	PAAF1_HUMAN	PAAF1
Q96DU9	PABP5_HUMAN	PABPC5
Q8IZE3	PACE1_HUMAN	SCYL3
Q9P286	PAK5_HUMAN	PAK5
Q9Y536	PAL4A_HUMAN	PPIAL4A
Q9H999	PANK3_HUMAN	PANK3
Q96RD6	PANX2_HUMAN	PANX2
Q9UKK3	PARP4_HUMAN	PARP4
Q7Z3E1	PARPT_HUMAN	TIPARP
Q96IZ0	PAWR_HUMAN	PAWR
O43316	PAX4_HUMAN	PAX4
Q6ZW49	PAXI1_HUMAN	PAXIP1
Q9Y2G5	OFUT2_HUMAN	POFUT2
Q6PK18	OGFD3_HUMAN	OGFOD3
Q9NZT2	OGFR_HUMAN	OGFR
Q6UWY5	OLFL1_HUMAN	OLFML1
Q8TAK6	OLIG1_HUMAN	OLIG1
Q7RTU3	OLIG3_HUMAN	OLIG3
Q68BL8	OLM2B_HUMAN	OLFML2B
P78380	OLR1_HUMAN	OLR1
O60890	OPHN1_HUMAN	OPHN1
Q9H1Y3	OPN3_HUMAN	OPN3
P04001	OPSG_HUMAN	OPN1MW
P04000	OPSR_HUMAN	OPN1LW
Q9Y619	ORNT1_HUMAN	SLC25A15
Q9Y3B8	ORN_HUMAN	REXO2
Q9H0X9	OSBL5_HUMAN	OSBPL5
Q9BZF2	OSBL7_HUMAN	OSBPL7
Q96SU4	OSBL9_HUMAN	OSBPL9
Q969R2	OSBP2_HUMAN	OSBP2
Q9NX31	OSER1_HUMAN	OSER1
Q9Y236	OSGI2_HUMAN	OSGIN2
Q99650	OSMR_HUMAN	OSMR
Q7L8S5	OTU6A_HUMAN	OTUD6A
Q96DC9	OTUB2_HUMAN	OTUB2
Q8TDS5	OXER1_HUMAN	OXER1
Q96HP4	OXND1_HUMAN	OXNAD1
Q8N573	OXR1_HUMAN	OXR1
Q96A73	P33MX_HUMAN	KIAA1191
Q7Z4N8	P4HA3_HUMAN	P4HA3
Q5MIZ7	P4R3B_HUMAN	PPP4R3B
Q96C36	P5CR2_HUMAN	PYCR2
Q06416	P5F1B_HUMAN	POU5F1B
P68402	PA1B2_HUMAN	PAFAH1B2
P47712	PA24A_HUMAN	PLA2G4A
Q9UQ80	PA2G4_HUMAN	PA2G4
Q5R387	PA2GC_HUMAN	PLA2G2C
P11940	PABP1_HUMAN	PABPC1
Q9H361	PABP3_HUMAN	PABPC3
Q86VP3	PACS2_HUMAN	PACS2
Q9BSG0	PADC1_HUMAN	PRADC1
Q9ULW8	PADI3_HUMAN	PADI3
Q9UM07	PADI4_HUMAN	PADI4
Q4VXU2	PAP1L_HUMAN	PABPC1L
P55085	PAR2_HUMAN	F2RL1
Q9BYG5	PAR6B_HUMAN	PARD6B
Q9UKX7	NUP50_HUMAN	NUP50
Q7Z3B4	NUP54_HUMAN	NUP54
A6NF83	NUPR2_HUMAN	NUPR2
Q9BXS6	NUSAP_HUMAN	NUSAP1
Q5VZ03	NXNL2_HUMAN	NXNL2
Q6DKJ4	NXN_HUMAN	NXN
O95157	NXPH3_HUMAN	NXPH3
Q6NXP6	NXRD1_HUMAN	NOXRED1
Q6ZVC0	NYAP1_HUMAN	NYAP1
Q9P242	NYAP2_HUMAN	NYAP2
Q8NHC4	O10J5_HUMAN	OR10J5
Q8NGE3	O10P1_HUMAN	OR10P1
Q8NGN2	O10S1_HUMAN	OR10S1
Q8NGI7	O10V1_HUMAN	OR10V1
Q8NG94	O11H1_HUMAN	OR11H1
Q8NGX0	O11L1_HUMAN	OR11L1
P0DN82	O12D1_HUMAN	OR12D1
Q9UGF7	O12D3_HUMAN	OR12D3
Q8NGS6	O13C3_HUMAN	OR13C3
Q8NGS8	O13C5_HUMAN	OR13C5
Q8NGS7	O13C8_HUMAN	OR13C8
Q8NG92	O13H1_HUMAN	OR13H1
P0C628	O5AC1_HUMAN	OR5AC1
Q8NH90	O5AK2_HUMAN	OR5AK2
Q8NGI8	O5AN1_HUMAN	OR5AN1
A6NDL8	O6C68_HUMAN	OR6C68
Q9Y530	OARD1_HUMAN	OARD1
Q96MR7	OBAS1_HUMAN	OBSCN-AS1
Q9NY56	OBP2A_HUMAN	OBP2A
P0CE71	OCM2_HUMAN	OCM2
A1E959	ODAM_HUMAN	ODAM
Q17RF5	ODAPH_HUMAN	ODAPH
P11182	ODB2_HUMAN	DBT
Q5BJF6	ODFP2_HUMAN	ODF2
P08559	ODPA_HUMAN	PDHA1
Q8IZS5	OFCC1_HUMAN	OFCC1
Q8N543	OGFD1_HUMAN	OGFOD1
O15294	OGT1_HUMAN	OGT
P23515	OMGP_HUMAN	OMG
O95948	ONEC2_HUMAN	ONECUT2
O60313	OPA1_HUMAN	OPA1
O43612	OREX_HUMAN	HCRT
Q53FV1	ORML2_HUMAN	ORMDL2
Q8N138	ORML3_HUMAN	ORMDL3
Q9BXI2	ORNT2_HUMAN	SLC25A2
P0C6T2	OST4_HUMAN	OST4
Q86UW1	OSTA_HUMAN	SLC51A
Q92882	OSTF1_HUMAN	OSTF1
P61366	OSTN_HUMAN	OSTN
P10451	OSTP_HUMAN	SPP1
Q3ZCN5	OTOGL_HUMAN	OTOGL
Q6ZRI0	OTOG_HUMAN	OTOG
Q96HA1	P121A_HUMAN	POM121
Q93086	P2RX5_HUMAN	P2RX5
Q96G91	P2Y11_HUMAN	P2RY11
Q9H244	P2Y12_HUMAN	P2RY12
O00750	P3C2B_HUMAN	PIK3C2B
P09131	P3_HUMAN	SLC10A3
Q8TCG2	P4K2B_HUMAN	PI4K2B
P56373	P2RX3_HUMAN	P2RX3
Q99571	P2RX4_HUMAN	P2RX4
Q8IVL6	P3H3_HUMAN	P3H3
Q9NXG6	P4HTM_HUMAN	P4HTM
O43422	P52K_HUMAN	THAP12
Q53H96	P5CR3_HUMAN	PYCR3
P54886	P5CS_HUMAN	ALDH18A1
Q8NBR0	P5I13_HUMAN	TP53I13
Q15102	PA1B3_HUMAN	PAFAH1B3
P53816	PA216_HUMAN	PLA2G16
Q86XP0	PA24D_HUMAN	PLA2G4D
Q9NZK7	PA2GE_HUMAN	PLA2G2E
O15496	PA2GX_HUMAN	PLA2G10
P0CB38	PAB4L_HUMAN	PABPC4L
Q86U42	PABP2_HUMAN	PABPN1
Q9BZ23	PANK2_HUMAN	PANK2
Q7Z3H0	PANKY_HUMAN	ANKRD33
Q96RD7	PANX1_HUMAN	PANX1
Q9UGN5	PARP2_HUMAN	PARP2
Q2NL67	PARP6_HUMAN	PARP6
B3GLJ2	PATE3_HUMAN	PATE3
Q86TB9	PATL1_HUMAN	PATL1
C9JE40	PATL2_HUMAN	PATL2
Q9Y5B6	PAXB1_HUMAN	PAXBP1
Q9BUH6	PAXX_HUMAN	PAXX
Q9BVG4	PBDC1_HUMAN	PBDC1
P30039	PBLD_HUMAN	PBLD
A6NKN8	PC4L1_HUMAN	PCP4L1
Q15365	PCBP1_HUMAN	PCBP1
Q15366	PCBP2_HUMAN	PCBP2
P05166	PCCB_HUMAN	PCCB
Q9P2E7	PCD10_HUMAN	PCDH10
O14917	PCD17_HUMAN	PCDH17
Q8TAB3	PCD19_HUMAN	PCDH19
Q9Y5I3	PCDA1_HUMAN	PCDHA1
Q9Y5H9	PCDA2_HUMAN	PCDHA2
Q9Y5I2	PCDAA_HUMAN	PCDHA10
Q9Y5E6	PCDB3_HUMAN	PCDHB3
Q9Y5E4	PCDB5_HUMAN	PCDHB5
Q9Y5E2	PCDB7_HUMAN	PCDHB7
Q9UN67	PCDBA_HUMAN	PCDHB10
Q9Y5F2	PCDBB_HUMAN	PCDHB11
Q9Y5E9	PCDBE_HUMAN	PCDHB14
Q96TA0	PCDBI_HUMAN	PCDHB18P
Q9H158	PCDC1_HUMAN	PCDHAC1
Q9Y5H1	PCDG2_HUMAN	PCDHGA2
Q9Y5G9	PCDG4_HUMAN	PCDHGA4
Q9Y5G7	PCDG6_HUMAN	PCDHGA6
Q9Y5G6	PCDG7_HUMAN	PCDHGA7
Q9Y5G5	PCDG8_HUMAN	PCDHGA8
Q9Y5G4	PCDG9_HUMAN	PCDHGA9
Q9Y5G3	PCDGD_HUMAN	PCDHGB1
Q9Y5G2	PCDGE_HUMAN	PCDHGB2
Q9UN71	PCDGG_HUMAN	PCDHGB4
Q9Y5F9	PCDGI_HUMAN	PCDHGB6
Q9Y5F8	PCDGJ_HUMAN	PCDHGB7
Q9UN70	PCDGK_HUMAN	PCDHGC3
Q9Y5F6	PCDGM_HUMAN	PCDHGC5
Q08174	PCDH1_HUMAN	PCDH1
O95206	PCDH8_HUMAN	PCDH8
Q5XKR4	OTP_HUMAN	OTP
Q5VVQ6	OTU1_HUMAN	YOD1
O00110	OVOL3_HUMAN	OVOL3
Q6IE36	OVOS2_HUMAN	OVOS2
Q15072	OZF_HUMAN	ZNF146
P41231	P2RY2_HUMAN	P2RY2
Q32P28	P3H1_HUMAN	P3H1
Q96FE7	P3IP1_HUMAN	PIK3IP1
P13674	P4HA1_HUMAN	P4HA1
O15460	P4HA2_HUMAN	P4HA2
Q6IN85	P4R3A_HUMAN	PPP4R3A
Q9UP65	PA24C_HUMAN	PLA2G4C
P18509	PACA_HUMAN	ADCYAP1
Q8N7H5	PAF1_HUMAN	PAF1
Q8NC51	PAIRB_HUMAN	SERBP1
Q13153	PAK1_HUMAN	PAK1
A0A075B759	PAL4E_HUMAN	PPIAL4E
Q9NP74	PALMD_HUMAN	PALMD
Q58A45	PAN3_HUMAN	PAN3
I0J062	PANO1_HUMAN	PANO1
Q6QHF9	PAOX_HUMAN	PAOX
Q5QFB9	PAPAS_HUMAN	PAPPA-AS1
P51003	PAPOA_HUMAN	PAPOLA
Q8N4S7	PAQR4_HUMAN	PAQR4
Q15546	PAQRB_HUMAN	MMD
Q460N3	PAR15_HUMAN	PARP15
Q8TEW0	PARD3_HUMAN	PARD3
Q6UWI2	PARM1_HUMAN	PARM1
Q6UY27	PATE2_HUMAN	PATE2
P15863	PAX1_HUMAN	PAX1
P23760	PAX3_HUMAN	PAX3
P41145	OPRK_HUMAN	OPRK1
P35372	OPRM_HUMAN	OPRM1
P41146	OPRX_HUMAN	OPRL1
P08100	OPSD_HUMAN	RHO
P0DN77	OPSG2_HUMAN	OPN1MW2
P0DN78	OPSG3_HUMAN	OPN1MW3
P47884	OR1D4_HUMAN	OR1D4
P30953	OR1E1_HUMAN	OR1E1
P47887	OR1E2_HUMAN	OR1E2
Q8NHA8	OR1FC_HUMAN	OR1F12
Q8NGR3	OR1K1_HUMAN	OR1K1
Q8NGR5	OR1L4_HUMAN	OR1L4
Q8NGR8	OR1L8_HUMAN	OR1L8
Q8NGS0	OR1N1_HUMAN	OR1N1
Q15612	OR1Q1_HUMAN	OR1Q1
Q6IF42	OR2A2_HUMAN	OR2A2
Q96R45	OR2A7_HUMAN	OR2A7
O76000	OR2B3_HUMAN	OR2B3
Q5JQS5	OR2BB_HUMAN	OR2B11
Q8N628	OR2C3_HUMAN	OR2C3
Q8NGZ5	OR2G2_HUMAN	OR2G2
Q5TZ20	OR2G6_HUMAN	OR2G6
O95918	OR2H2_HUMAN	OR2H2
Q8NGT1	OR2K2_HUMAN	OR2K2
Q8NG80	OR2L5_HUMAN	OR2L5
Q8NG83	OR2M3_HUMAN	OR2M3
Q8NG81	OR2M7_HUMAN	OR2M7
O43869	OR2T1_HUMAN	OR2T1
Q8NH00	OR2T4_HUMAN	OR2T4
P0C7T2	OR2T7_HUMAN	OR2T7
Q8NHB1	OR2V1_HUMAN	OR2V1
Q9Y3N9	OR2W1_HUMAN	OR2W1
Q8NHA6	OR2W6_HUMAN	OR2W6P
Q8NG97	OR2Z1_HUMAN	OR2Z1
Q8NGN8	OR4A4_HUMAN	OR4A4P
P0C604	OR4A8_HUMAN	OR4A8
Q8NH37	OR4C3_HUMAN	OR4C3
Q6IEV9	OR4CB_HUMAN	OR4C11
Q8NGP0	OR4CD_HUMAN	OR4C13
Q8NGN0	OR4D5_HUMAN	OR4D5
Q8NGI4	OR4DB_HUMAN	OR4D11
Q8NGC2	OR4E2_HUMAN	OR4E2
Q96R69	OR4F4_HUMAN	OR4F4
Q8NGB9	OR4F6_HUMAN	OR4F6
Q8NGD2	OR4K2_HUMAN	OR4K2
Q8NH42	OR4KD_HUMAN	OR4K13
Q8NH41	OR4KF_HUMAN	OR4K15
Q8NH43	OR4L1_HUMAN	OR4L1
Q8NGB6	OR4M2_HUMAN	OR4M2
Q8N0Y3	OR4N4_HUMAN	OR4N4
Q8NGL7	OR4P4_HUMAN	OR4P4
Q8NH05	OR4Q3_HUMAN	OR4Q3
Q8NH49	OR4X1_HUMAN	OR4X1
Q8NGJ0	OR5A1_HUMAN	OR5A1
Q96R09	OR5B2_HUMAN	OR5B2
Q96R08	OR5BC_HUMAN	OR5B12
A6NET4	OR5K3_HUMAN	OR5K3
Q8WZ92	OR5P2_HUMAN	OR5P2
Q8NH85	OR5R1_HUMAN	OR5R1
Q8NGG2	OR5T2_HUMAN	OR5T2
Q9UGF6	OR5V1_HUMAN	OR5V1
Q8NG95	OR7G3_HUMAN	OR7G3
Q8NGG7	OR8A1_HUMAN	OR8A1
Q8NGG8	OR8B3_HUMAN	OR8B3
Q15620	OR8B8_HUMAN	OR8B8
Q8N162	OR8H2_HUMAN	OR8H2
Q8N0Y5	OR8I2_HUMAN	OR8I2
Q8NGG1	OR8J2_HUMAN	OR8J2
Q8NGG5	OR8K1_HUMAN	OR8K1
Q8NH50	OR8K5_HUMAN	OR8K5
Q8NH10	OR8U1_HUMAN	OR8U1
Q8NGU1	OR9A1_HUMAN	OR9A1P
Q8NH87	OR9G1_HUMAN	OR9G1
P0C7N8	OR9G9_HUMAN	OR9G9
Q8NGQ6	OR9I1_HUMAN	OR9I1
Q8NGQ5	OR9Q1_HUMAN	OR9Q1
Q96SN7	ORAI2_HUMAN	ORAI2
Q86UW2	OSTB_HUMAN	SLC51B
Q9NRC9	OTOR_HUMAN	OTOR
Q8TE49	OTU7A_HUMAN	OTUD7A
Q96FW1	OTUB1_HUMAN	OTUB1
Q5T2D3	OTUD3_HUMAN	OTUD3
Q96G74	OTUD5_HUMAN	OTUD5
Q96BN8	OTUL_HUMAN	OTULIN
P32243	OTX2_HUMAN	OTX2
Q7RTY7	OVCH1_HUMAN	OVCH1
Q7RTZ1	OVCH2_HUMAN	OVCH2
O43613	OX1R_HUMAN	HCRTR1
Q06190	P2R3A_HUMAN	PPP2R3A
P51575	P2RX1_HUMAN	P2RX1
O15547	P2RX6_HUMAN	P2RX6
Q99572	P2RX7_HUMAN	P2RX7
Q15077	P2RY6_HUMAN	P2RY6
Q86VZ1	P2RY8_HUMAN	P2RY8
Q9BPV8	P2Y13_HUMAN	P2RY13
Q92569	P55G_HUMAN	PIK3R3
O14683	P5I11_HUMAN	TP53I11
Q8WXI9	P66B_HUMAN	GATAD2B
Q9NZ20	PA2G3_HUMAN	PLA2G3
P39877	PA2G5_HUMAN	PLA2G5
P14555	PA2GA_HUMAN	PLA2G2A
Q9UNK4	PA2GD_HUMAN	PLA2G2D
Q13310	PABP4_HUMAN	PABPC4
Q6TGC4	PADI6_HUMAN	PADI6
Q15004	PAF15_HUMAN	PCLAF
Q5JUK9	PAGE3_HUMAN	PAGE3
